Sutra krama सू. क्र. सं	Akaaraadi krama अकारादि क्र. सं	Kaumudi krama कौमुदी क्र. सं	Sutra type सूत्रलक्षणम्‌	Term संज्ञा	Special case अतिदेशः	Influence अधिकारः	Commentary व्याख्यानम्‌	Sutra text सूत्रम्‌	PadacCheda पद्च्छेदः
13002	759	3	संज्ञा	इत्‌			Sktdocs-1.3.2; AVG-1.3.2	उपदेशेऽजनुनासिक इत् ।	उपदेशे ७/१ अच् १/१ अनुनासिकः १/१ इत् १/१
13003	3914	1	संज्ञा	इत्‌			Sktdocs-1.3.3; AVG-1.3.3	हलन्त्यम् ।	हल् १/१ अन्त्यम् १/१॥ अन्ते भवमन्त्यं दिगादित्वात् (४.३।५४) यत् प्रत्ययः॥
13004	2067	190	संज्ञा	इत्‌			Sktdocs-1.3.4; AVG-1.3.4	न विभक्तौ तुस्माः ।	न ०/० विभक्तौ ७/१ तुस्माः १/३
13005	524	2289	संज्ञा	इत्‌			Sktdocs-1.3.5; AVG-1.3.5	आदिर्ञिटुडवः ।	आदिः १/१ ञिटुडवः १/३
13006	3470	474	संज्ञा	इत्‌			Sktdocs-1.3.6; AVG-1.3.6	षः प्रत्ययस्य ।	षः १/१ प्रत्ययस्य ६/१
13007	1425	189	संज्ञा	इत्‌			Sktdocs-1.3.7; AVG-1.3.7	चुटू ।	चुटू १/२
13008	2974	195	संज्ञा	इत्‌			Sktdocs-1.3.8; AVG-1.3.8	लशक्वतद्धिते ।	लशकु १/१ अतद्धिते ७/१
13009	1701	62	संज्ञा	इत्‌			Sktdocs-1.3.9; AVG-1.3.9	तस्य लोपः ।	तस्य ६/१ लोपः १/१
13010	2832	128	परिभाषा				Sktdocs-1.3.10; AVG-1.3.10	यथासंख्यमनुदेशः समानाम् ।	यथासंख्यम् ०/० अनुदेशः १/१ समानाम् ६/३
13011	3879	46	परिभाषा				Sktdocs-1.3.11; AVG-1.3.11	स्वरितेनाधिकारः ।	स्वरितेन ३/१ अधिकारः १/१
13012	196	2157					Sktdocs-1.3.12; AVG-1.3.12	अनुदात्तङित आत्मनेपदम् ।	अनुदात्तङितः ५/१ आत्मनेपदम् १/१
13013	2660	2679					Sktdocs-1.3.13; AVG-1.3.13	भावकर्म्मणोः ।	भावकर्म्मणोः ७/२
13014	1004	2680					Sktdocs-1.3.14; AVG-1.3.14	कर्त्तरि कर्म्मव्यतिहारे ।	कर्त्तरि ७/१ कर्म्मव्यतिहारे ७/१
13015	2020	2681					Sktdocs-1.3.15; AVG-1.3.15	न गतिहिंसार्थेभ्यः ।	न ०/० गतिहिंसार्थेभ्यः ५/३
13016	630	2682					Sktdocs-1.3.16; AVG-1.3.16	इतरेतरान्योन्योपपदाच्च ।	इतरेतरान्योन्योपपदात् ५/१ च ०/०
13017	2236	2683					Sktdocs-1.3.17; AVG-1.3.17	नेर्विशः ।	नेः ५/१ विशः ५/१
13018	2320	2684					Sktdocs-1.3.18; AVG-1.3.18	परिव्यवेभ्यः क्रियः ।	परिव्यवेभ्यः ५/३ क्रियः ५/१
13019	3175	2685					Sktdocs-1.3.19; AVG-1.3.19	विपराभ्यां जेः ।	विपराभ्याम् ५/२ जेः ५/१
13020	477	2686					Sktdocs-1.3.20; AVG-1.3.20	आङो दोऽनास्यविहरणे ।	आङः ५/१ दः ५/१ अनास्यविहरणे ७/१
13021	1210	2687					Sktdocs-1.3.21; AVG-1.3.21	क्रीडोऽनुसम्परिभ्यश्च ।	क्रीडः ५/१ अनुसम्परिभ्यः ५/३ च ०/०
13022	3627	2689					Sktdocs-1.3.22; AVG-1.3.22	समवप्रविभ्यः स्थः ।	समवप्रविभ्यः ५/३ स्थः ५/१
13023	2447	2690					Sktdocs-1.3.23; AVG-1.3.23	प्रकाशनस्थेयाख्ययोश्च ।	प्रकाशनस्थेयाख्ययोः ७/२ च ०/०
13024	747	2691					Sktdocs-1.3.24; AVG-1.3.24	उदोऽनूर्द्ध्वकर्मणि ।	उदः ५/१ अनूर्ध्वकर्मणि ७/१
13025	804	2692					Sktdocs-1.3.25; AVG-1.3.25	उपान्मन्त्रकरणे ।	उपात् ५/१ मन्त्रकरणे ७/१
13026	10	2693					Sktdocs-1.3.26; AVG-1.3.26	अकर्मकाच्च ।	अकर्मकात् ५/१ च ०/०
13027	751	2694					Sktdocs-1.3.27; AVG-1.3.27	उद्विभ्यां तपः ।	उद्विभ्याम् ५/२ तपः ५/१
13028	479	2695					Sktdocs-1.3.28; AVG-1.3.28	आङो यमहनः ।	आङः ५/१ यमहनः ५/१
13029	3656	2699					Sktdocs-1.3.29; AVG-1.3.29	समो गम्यृच्छिप्रच्छिस्वरत्यर्तिश्रुविदिभ्यः ।	समः ५/१ गम्यृच्छि-प्रच्छि-स्वरत्यर्ति-श्रुविदिभ्यः ५/३
13030	2214	2703					Sktdocs-1.3.30; AVG-1.3.30	निसमुपविभ्यो ह्वः ।	निसमुपविभ्यः ५/३ ह्वः ५/१
13031	3844	2704					Sktdocs-1.3.31; AVG-1.3.31	स्पर्द्धायामाङः ।	स्पर्द्धायाम् ७/१ आङः ५/१
13032	1270	2705					Sktdocs-1.3.32; AVG-1.3.32	गन्धनावक्षेपणसेवनसाहसिक्यप्रतियत्नप्रकथनोपयोगेषु कृञः ।	गन्धनावक्षेपणसेवनसाहसिक्य-प्रतियत्नप्रकथनोपयोगेषु ७/३ कृञः ५/१
13033	156	2706					Sktdocs-1.3.33; AVG-1.3.33	अधेः प्रसहने ।	अधेः ५/१ प्रसहने ७/१
13034	3299	2707					Sktdocs-1.3.34; AVG-1.3.34	वेः शब्दकर्म्मणः ।	वेः ५/१ शब्दकर्म्मणः ५/१
13035	11	2708					Sktdocs-1.3.35; AVG-1.3.35	अकर्मकाच्च ।	अकर्मकात् ५/१ च ०/०
13036	3670	2709					Sktdocs-1.3.36; AVG-1.3.36	सम्माननोत्सञ्जनाचार्यकरणज्ञानभृतिविगणनव्ययेषु नियः ।	सम्माननोत्सञ्जनाचार्यकरणज्ञानभृतिविगणनव्ययेषु ७/३ नियः ५/१
13037	1003	2710					Sktdocs-1.3.37; AVG-1.3.37	कर्तृस्थे चाशरीरे कर्मणि ।	कर्तृस्थे ७/१ च ०/० अशरीरे ७/१ कर्मणि ७/१
13038	3280	2711					Sktdocs-1.3.38; AVG-1.3.38	वृत्तिसर्गतायनेषु क्रमः ।	वृत्तिसर्गतायनेषु ७/३ क्रमः ५/१
13039	764	2712					Sktdocs-1.3.39; AVG-1.3.39	उपपराभ्याम् ।	उपपराभ्याम् ५/२
13040	473	2713					Sktdocs-1.3.40; AVG-1.3.40	आङ उद्गमने ।	आङः ५/१ उद्गमने ७/१
13041	3298	2714					Sktdocs-1.3.41; AVG-1.3.41	वेः पादविहरणे ।	वेः ५/१ पादविहरणे ७/१
13042	2564	2715					Sktdocs-1.3.42; AVG-1.3.42	प्रोपाभ्यां समर्थाभ्याम् ।	प्रोपाभ्याम् ५/२ समर्थाभ्याम् ५/२
13043	212	2716					Sktdocs-1.3.43; AVG-1.3.43	अनुपसर्गाद्वा ।	अनुपसर्गात् ५/१ वा ०/०
13044	286	2717					Sktdocs-1.3.44; AVG-1.3.44	अपह्नवे ज्ञः ।	अपह्नवे ७/१ ज्ञः ५/१
13045	12	2718					Sktdocs-1.3.45; AVG-1.3.45	अकर्मकाच्च ।	अकर्मकात् ५/१ च ०/०
13046	3660	2719					Sktdocs-1.3.46; AVG-1.3.46	सम्प्रतिभ्यामनाध्याने ।	सम्प्रतिभ्याम् ५/२ अनाध्याने ७/१
13047	2667	2720					Sktdocs-1.3.47; AVG-1.3.47	भासनोपसम्भाषाज्ञानयत्नविमत्युपमन्त्रणेषु वदः ।	भासनोपसम्भाषाज्ञानयत्नविमत्युपमन्त्रणेषु ७/३ वदः ५/१
13048	3320	2721					Sktdocs-1.3.48; AVG-1.3.48	व्यक्तवाचां समुच्चारणे ।	व्यक्तवाचाम् ६/३ समुच्चारणे ७/१
13049	231	2722					Sktdocs-1.3.49; AVG-1.3.49	अनोरकर्मकात् ।	अनोः ५/१ अकर्मकात् ५/१
13050	3223	2723					Sktdocs-1.3.50; AVG-1.3.50	विभाषा विप्रलापे ।	विभाषा १/१ विप्रलापे ७/१
13051	388	2724					Sktdocs-1.3.51; AVG-1.3.51	अवाद्ग्रः ।	अवात् ५/१ ग्रः ५/१
13052	3620	2725					Sktdocs-1.3.52; AVG-1.3.52	समः प्रतिज्ञाने ।	समः ५/१ प्रतिज्ञाने ७/१
13053	731	2726					Sktdocs-1.3.53; AVG-1.3.53	उदश्चरः सकर्मकात् ।	उदः ५/१ चरः ५/१ सकर्मकात् ५/१
13054	3630	2727					Sktdocs-1.3.54; AVG-1.3.54	समस्तृतीयायुक्तात् ।	समः ५/१ तृतीयायुक्तात् ५/१
13055	1841	2728					Sktdocs-1.3.55; AVG-1.3.55	दाणश्च सा चेच्चतुर्थ्यर्थे ।	दाणः ५/१ च ०/० सा १/१ चेत् ०/० चतुर्थ्यर्थे ७/१
13056	802	2729					Sktdocs-1.3.56; AVG-1.3.56	उपाद्यमः स्वकरणे ।	उपात् ५/१ यमः ५/१ स्वकरणे ७/१
13057	1530	2731					Sktdocs-1.3.57; AVG-1.3.57	ज्ञाश्रुस्मृदृशां सनः ।	ज्ञाश्रुस्मृदृशाम् ६/३ सनः ५/१
13058	2151	2732					Sktdocs-1.3.58; AVG-1.3.58	नानोर्ज्ञः ।	न ०/० अनोः ५/१ ज्ञः ५/१
13059	2481	2733					Sktdocs-1.3.59; AVG-1.3.59	प्रत्याङ्भ्यां श्रुवः ।	प्रत्याङ्भ्याम् ५/२ श्रुवः ५/१
13060	3356	2362					Sktdocs-1.3.60; AVG-1.3.60	शदेः शितः ।	शदेः ५/१ शितः ६/१
13061	2803	2538					Sktdocs-1.3.61; AVG-1.3.61	म्रियतेर्लुङ्‌लिङोश्च ।	म्रियते ५/१ लुङ्‌लिङोः ७/२ च ०/०
13062	2422	2734	अतिदेशः				Sktdocs-1.3.62; AVG-1.3.62	पूर्ववत् सनः ।	पूर्ववत् ०/० सनः ५/१
13063	556	2240	अतिदेशः				Sktdocs-1.3.63; AVG-1.3.63	आम्प्रत्ययवत् कृञोऽनुप्रयोगस्य ।	आम्प्रत्ययवत् ०/० कृञः ६/१ अनुप्रयोगस्य ६/१
13064	2563	2735					Sktdocs-1.3.64; AVG-1.3.64	प्रोपाभ्यां युजेरयज्ञपात्रेषु ।	प्रोपाभ्याम् ५/२ युजेः ५/१ अयज्ञपात्रेषु ७/३
13065	3619	2736					Sktdocs-1.3.65; AVG-1.3.65	समः क्ष्णुवः ।	समः ५/१ क्ष्णुवः ५/१
13066	2682	2737					Sktdocs-1.3.66; AVG-1.3.66	भुजोऽनवने ।	भुजः ५/१ अनवने ७/१
13067	1583	2738					Sktdocs-1.3.67; AVG-1.3.67	णेरणौ यत् कर्म णौ चेत् स कर्ताऽनाध्याने ।	णेः ५/१ अणौ ७/१ यत् १/१ कर्म १/१ णौ ७/१ चेत् ०/० सः १/१ कर्ता १/१ अनाध्याने ७/१
13068	2678	2594					Sktdocs-1.3.68; AVG-1.3.68	भीस्म्योर्हेतुभये ।	भीस्म्योः ६/२ हेतुभये ७/१
