Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
62137:2448:3871,प्रकृत्या भगालम्,प्रकृत्या+भगालम्,62137
62143:236:3877,अन्तः,अन्तः,62143
62144:1819:3878,थाथघञ्क्ताजबित्रकाणाम्,थाथघञ्क्ताजबित्रकाणाम्,62144
62151:2739:3885,मन्क्तिन्व्याख्यानशयनासनस्थानयाजकादिक्रीताः,मन्क्तिन्व्याख्यानशयनासनस्थानयाजकादिक्रीताः,62151
62152:3614:3886,सप्तम्याः पुण्यम्,सप्तम्याः+पुण्यम्,62152
62158:465:3892,आक्रोशे च,आक्रोशे+च,62158
62159:3551:3893,संज्ञायाम्,संज्ञायाम्,62159
62161:3205:3895,विभाषा तृन्नन्नतीक्ष्णशुचिषु,विभाषा+तृन्नन्नतीक्ष्णशुचिषु,62161
62163:3518:3897,संख्यायाः स्तनः,संख्यायाः+स्तनः,62163
62164:3200:3898,विभाषा छन्दसि,विभाषा+छन्दसि,62164
62171:3106:3905,वा जाते,वा+जाते,62171
62172:2097:3906,नञ्सुभ्याम्,नञ्सुभ्याम्,62172
62173:976:3907,कपि पूर्वम्,कपि+पूर्वम्,62173
62179:237:3913,अन्तः,अन्तः,62179
62181:2038:3915,न निविभ्याम्,न+निविभ्याम्,62181
62184:2197:3918,निरुदकादीनि च,निरुदकादीनि+च,62184
63002:2264:959,पञ्चम्याः स्तोकादिभ्यः,पञ्चम्याः+स्तोकादिभ्यः,63002
63004:2735:961,मनसः संज्ञायाम्,मनसः+संज्ञायाम्,63004
63005:489:962,आज्ञायिनि च,आज्ञायिनि+च,63005
63008:2302:965,परस्य च,परस्य+च,63008
63013:2579:971,बन्धे च विभाषा,बन्धे+च+विभाषा,63013
63014:1604:972,तत्पुरुषे कृति बहुलम्,तत्पुरुषे+कृति+बहुलम्,63014
63017:1354:975,घकालतनेषु कालनाम्नः,घकालतनेषु+कालनाम्नः,63017
63020:3839:978,स्थे च भाषायाम्,स्थे+च+भाषायाम्,63020
63021:3491:979,षष्ठ्या आक्रोशे,षष्ठ्या+आक्रोशे,63021
63024:3237:982,विभाषा स्वसृपत्योः,विभाषा+स्वसृपत्योः,63024
63035:1679:836,तसिलादिषु आकृत्वसुचः,तसिलादिषु+आ+कृत्वसुचः,63035
63037:2015:838,न कोपधायाः,न+कोपधायाः,63037
63049:3196:810,विभाषा चत्वारिंशत्प्रभृतौ सर्वेषाम्,विभाषा+चत्वारिंशत्प्रभृतौ+सर्वेषाम्,63049
63051:3121:989,वा शोकष्यञ्रोगेषु,वा+शोकष्यञ्-रोगेषु,63051
63054:3941:992,हिमकाषिहतिषु च,हिमकाषिहतिषु+च,63054
63055:847:993,ऋचः शे,ऋचः+शे,63055
63056:3102:994,वा घोषमिश्रशब्देषु,वा+घोषमिश्रशब्देषु,63056
63058:2438:996,पेषंवासवाहनधिषु च,पेषंवासवाहनधिषु+च,63058
63060:2745:998,मन्थौदनसक्तुबिन्दुवज्रभारहारवीवधगाहेषु च,मन्थौदनसक्तुबिन्दुवज्रभारहारवीवधगाहेषु+च,63060
63062:876:1000,एक तद्धिते च,एक+तद्धिते+च,63062
63064:1814:1002,त्वे च,त्वे+च,63064
63067:345:2942,अरुर्द्विषदजन्तस्य मुम्,अरुर्द्विषदजन्तस्य+मुम्,63067
63069:3137:2957,वाचंयमपुरंदरौ च,वाचंयमपुरंदरौ+च,63069
63070:1056:1007,कारे सत्यागदस्य,कारे+सत्यागदस्य,63070
63071:3445:1268,श्येनतिलस्य पाते ञे,श्येनतिलस्य+पाते+ञे,63071
63072:2928:1008,रात्रेः कृति विभाषा,रात्रेः+कृति+विभाषा,63072
63075:2119:759,नभ्राण्नपान्नवेदानासत्यानमुचिनकुलनखनपुंसकनक्षत्रनक्रनाकेषु प्रकृत्या,नभ्राण्नपान्नवेदानासत्यानमुचिनकुलनखनपुंसकनक्षत्रनक्रनाकेषु+प्रकृत्या,63075
63078:3701:1009,सहस्य सः संज्ञायाम्,सहस्य+सः+संज्ञायाम्,63078
63079:1336:1010,ग्रन्थान्ताधिके च,ग्रन्थान्ताधिके+च,63079
63085:1536:1013,ज्योतिर्जनपदरात्रिनाभिनामगोत्ररूपस्थानवर्णवयोवचनबन्धुषु,ज्योतिर्जनपदरात्रिनाभिनामगोत्ररूपस्थानवर्णवयोवचनबन्धुषु,63085
63086:1396:1014,चरणे ब्रह्मचारिणि,चरणे+ब्रह्मचारिणि,63086
63087:1743:1015,तीर्थे ये,तीर्थे+ये,63087
63089:1900:1017,दृग्दृशवतुषु,दृग्दृशवतुषु,63089
63091:460:430,आ सर्वनाम्नः,आ+सर्वनाम्नः,63091
63093:3621:421,समः समि,समः+समि,63093
63095:3702:422,सहस्य सध्रिः,सहस्य+सध्रिः,63095
63100:352:1026,अर्थे विभाषा,अर्थे+विभाषा,63100
63103:1767:1029,तृणे च जातौ,तृणे+च+जातौ,63103
63104:1045:1030,का पथ्यक्षयोः,का+पथ्यक्षयोः,63104
63105:692:1031,ईषदर्थे,ईषदर्थे,63105
63106:3212:1032,विभाषा पुरुषे,विभाषा+पुरुषे,63106
63109:2437:1034,पृषोदरादीनि यथोपदिष्टम्,पृषोदरादीनि+यथोपदिष्टम्,63109
63114:3570:1035,संहितायाम्,संहितायाम्,63114
63116:2137:1037,नहिवृतिवृषिव्यधिरुचिसहितनिषु क्वौ,नहिवृतिवृषिव्यधिरुचिसहितनिषु+क्वौ,63116
63118:3084:1040,वले,वले,63118
63121:593:1043,इकः वहे अपीलोः,इकः+वहे+अपीलोः,63121
63123:592:1045,इकः काशे,इकः+काशे,63123
63125:425:1046,अष्टनः संज्ञायाम्,अष्टनः+संज्ञायाम्,63125
63126:1445:3532,छन्दसि च,छन्दसि+च,63126
63127:1417:1047,चितेः कपि,चितेः+कपि,63127
63128:3267:379,विश्वस्य वसुराटोः,विश्वस्य+वसुराटोः,63128
63129:2124:1048,नरे संज्ञायाम्,नरे+संज्ञायाम्,63129
63131:2743:3533,मन्त्रे सोमाश्वेन्द्रियविश्वदेव्यस्य मतौ,मन्त्रे+सोमाश्वेन्द्रियविश्वदेव्यस्य+मतौ,63131
63133:848:3535,ऋचि तुनुघमक्षुतङ्कुत्रोरुष्याणाम्,ऋचि+तुनुघमक्षुतङ्कुत्रोरुष्याणाम्,63133
63134:594:3536,इकः सुञि,इकः+सुञि,63134
63136:2191:3538,निपातस्य च,निपातस्य+च,63136
63138:1432:417,चौ,चौ,63138
63139:3661:1004,सम्प्रसारणस्य,सम्प्रसारणस्य,63139
64001:35:200,अङ्गस्य,अङ्गस्य,64001
64002:3910:2559,हलः,हलः,64002
64003:2157:209,नामि,नामि,64003
64004:2027:300,न तिसृचतसृ,न+तिसृचतसृ,64004
64006:2222:283,नृ च,नृ+च,64006
64009:3122:3541,वा षपूर्वस्य निगमे,वा+षपूर्वस्य+निगमे,64009
64010:3717:317,सान्तमहतः संयोगस्य,सान्त+महतः+संयोगस्य,64010
64011:302:277,अप्तृन्तृच्स्वसृनप्तृनेष्टृत्वष्टृक्षत्तृहोतृपोतृप्रशास्तॄणाम्,अप्तृन्तृच्स्वसृनप्तृनेष्टृत्वष्टृक्षत्तृहोतृपोतॄप्रशास्तॄणाम्,64011
64013:3801:357,सौ च,सौ+च,64013
64015:205:2666,अनुनासिकस्य क्विझलोः क्ङिति,अनुनासिकस्य+क्विझलोः+क्ङिति,64015
64027:1358:3187,घञि च भावकरणयोः,घञि+च+भावकरणयोः,64027
64029:396:3189,अवोदैधौद्मप्रश्रथहिमश्रथाः,अवोदैधौद्मप्रश्रथहिमश्रथाः,64029
64031:1191:3321,क्त्वि स्कन्दिस्यन्दोः,क्त्वि+स्कन्दिस्यन्दोः,64031
64035:3380:2487,शा हौ,शा+हौ,64035
64038:3119:3334,वा ल्यपि,वा+ल्यपि,64038
64040:1272:2986,गमः क्वौ,गमः+क्वौ,64040
64043:2889:2319,ये विभाषा,ये+विभाषा,64043
64046:568:3307,आर्धधातुके,आर्धधातुके,64046
64049:2851:2631,यस्य हलः,यस्य+हलः,64049
64050:1196:2660,क्यस्य विभाषा,क्यस्य+विभाषा,64050
64053:1485:3542,जनिता मन्त्रे,जनिता+मन्त्रे,64053
64054:3363:3543,शमिता यज्ञे,शमिता+यज्ञे,64054
64059:1229:3338,क्षियः,क्षियः,64059
64069:2065:3335,न ल्यपि,न+ल्यपि,64069
64074:2052:2228,न माङ्योगे,न+माङ्योगे,64074
64079:3819:301,स्त्रियाः,स्त्रियाः,64079
64083:929:281,ओः सुपि,ओः+सुपि,64083
64085:2050:273,न भूसुधियोः,न+भूसुधियोः,64085
64087:3946:2387,हुश्नुवोः सार्वधातुके,हुश्नुवोः+सार्वधातुके,64087
64091:3103:2605,वा चित्तविरागे,वा+चित्तविरागे,64091
64094:1246:2955,खचि ह्रस्वः,खचि+ह्रस्वः,64094
64097:671:2985,इस्मन्त्रन्क्विषु च,इस्मन्त्रन्क्विषु+च,64097
64109:2885:2549,ये च,ये+च,64109
64117:459:2499,आ च हौ,आ+च+हौ,64117
64121:1816:2261,थलि च सेटि,थलि+च+सेटि,64121
64124:3107:2356,वा जॄभ्रमुत्रसाम्,वा+जॄभ्रमुत्रसाम्,64124
64126:2072:2263,न शसददवादिगुणानाम्,न+शसददवादिगुणानाम्,64126
64128:2711:360,मघवा बहुलम्,मघवा+बहुलम्,64128
64129:2657:233,भस्य,भस्य,64129
64130:2355:414,पादः पत्,पादः+पत्,64130
64131:3092:435,वसोः सम्प्रसारणम्,वसोः+सम्प्रसारणम्,64131
64136:3195:237,विभाषा ङिश्योः,विभाषा+ङिश्योः,64136
64138:41:416,अचः,अचः,64138
64143:1560:316,टेः,टेः,64143
64155:1561:1786,टेः,टेः,64155
64159:668:2018,इष्ठस्य यिट् च,इष्ठस्य+यिट्+च,64159
64167:234:1155,अन्,अन्,64167
64169:515:1671,आत्माध्वानौ खे,आत्माध्वानौ+खे,64169
64174:1842:1145,दाण्डिनायनहास्तिनायनाथर्वणिकजैह्माशिनेयवाशिनायनिभ्रौणहत्यधैवत्यसारवैक्ष्वाकमैत्रेयहिरण्मयानि,दाण्डिनायनहास्तिनायनाथर्वणिकजैह्माशिनेयवाशिनायनिभ्रौणहत्यधैवत्यसारवैक्ष्वाकमैत्रेयहिरण्मयानि,64174
71014:3682:215,सर्वनाम्नः स्मै,सर्वनाम्नः+स्मै,71014
71015:1371:216,ङसिङ्योः स्मात्स्मिनौ,ङसिङ्योः+स्मात्स्मिनौ,71015
71017:1494:214,जसः शी,जसः+शी,71017
71020:1493:312,जश्शसोः शिः,जश्शसोः+शिः,71020
71025:138:315,अद्ड् डतरादिभ्यः पञ्चभ्यः,अद्ड्+डतरादिभ्यः+पञ्चभ्यः,71025
71028:1374:382,ङे प्रथमयोरम्,ङे+प्रथमयोरम्,71028
71032:882:396,एकवचनस्य च,एकवचनस्य+च,71032
71052:554:217,आमि सर्वनाम्नः सुट्,आमि+सर्वनाम्नः+सुट्,71052
71057:1307:3574,गोः पादान्ते,गोः+पादान्ते,71057
71059:3425:2542,शे मुचादीनाम्,शे+मुचादीनाम्,71059
71069:3197:2765,विभाषा चिण्णमुलोः,विभाषा+चिण्णमुलोः,71069
71072:2115:314,नपुंसकस्य झलचः,नपुंसकस्य+झलचः,71072
71077:675:3576,ई च द्विवचने,ई+च+द्विवचने,71077
71079:3110:444,वा नपुंसकस्य,वा+नपुंसकस्य,71079
71093:168:248,अनङ् सौ,अनङ्+सौ,71093
71099:334:333,अम् सम्बुद्धौ,अम्+सम्बुद्धौ,71099
72001:3731:2297,सिचि वृद्धिः परस्मैपदेषु,सिचि+वृद्धिः+परस्मैपदेषु,72001
72005:3966:2299,ह्म्यन्तक्षणश्वसजागृणिश्व्येदिताम्,ह्म्यन्तक्षणश्वसजागृणिश्व्येदिताम्,72005
72009:1729:3163,तितुत्रतथसिसुसरकसेषु च,तितुत्रतथसिसुसरकसेषु+च,72009
72011:3458:2381,श्र्युकः किति,श्र्युकः+किति,72011
72015:2850:3025,यस्य विभाषा,यस्य+विभाषा,72015
72017:3217:3054,विभाषा भावादिकर्मणोः,विभाषा+भावादिकर्मणोः,72017
72018:1236:3058,क्षुब्धस्वान्तध्वान्तलग्नम्लिष्टविरिब्धफाण्टबाढानि मन्थमनस्तमःसक्ताविस्पष्टस्वरानायासभृशेषु,क्षुब्धस्वान्तध्वान्तलग्नम्लिष्टविरिब्धफाण्टबाढानि+मन्थमनस्तमःसक्ताविस्पष्टस्वरानायासभृशेषु,72018
72019:2008:3059,धृषिशसी वैयात्ये,धृषिशसी+वैयात्ये,72019
72020:1901:3060,दृढः स्थूलबलयोः,दृढः+स्थूलबलयोः,72020
72021:2492:3061,प्रभौ परिवृढः,प्रभौ+परिवृढः,72021
72022:1134:3062,कृच्छ्रगहनयोः कषः,कृच्छ्रगहनयोः+कषः,72022
72027:3108:3068,वा दान्तशान्तपूर्णदस्तस्पष्टच्छन्नज्ञप्ताः,वा+दान्तशान्तपूर्णदस्तस्पष्टच्छन्नज्ञप्ताः,72027
72028:2948:3069,रुष्यमत्वरसंघुषास्वनाम्,रुष्यमत्वरसंघुषास्वनाम्,72028
72033:3798:3581,सोमे ह्वरितः,सोमे+ह्वरितः,72033
72039:2061:2529,न लिङि,न+लिङि,72039
72040:3730:2392,सिचि च परस्मैपदेषु,सिचि+च+परस्मैपदेषु,72040
72041:619:2625,इट् सनि वा,इट्+सनि+वा,72041
72046:2195:2560,निरः कुषः,निरः+कुषः,72046
72050:1218:3049,क्लिशः क्त्वानिष्ठयोः,क्लिशः+क्त्वानिष्ठयोः,72050
72053:73:3047,अञ्चेः पूजायाम्,अञ्चेः+पूजायाम्,72053
72055:1527:3327,जॄव्रश्च्योः क्त्वि,जॄव्रश्च्योः+क्त्वि,72055
72060:1717:2352,तासि च कॢपः,तासि+च+कॢपः,72060
72065:3235:2404,विभाषा सृजिदृषोः,विभाषा+सृजिदृषोः,72065
72068:3191:3099,विभाषा गमहनविदविशाम्,विभाषा+गमहनविदविशाम्,72068
72069:3594:3583,सनिंससनिवांसम्,सनिंससनिवांसम्,72069
72070:870:2366,ऋद्धनोः स्ये,ऋद्धनोः+स्ये,72070
72071:77:2546,अञ्जेः सिचि,अञ्जेः+सिचि,72071
72072:3810:2385,स्तुसुधूञ्भ्यः परस्मैपदेषु,स्तुसुधूञ्भ्यः+परस्मैपदेषु,72072
72077:688:2439,ईशः से,ईशः+से,72077
72082:540:3101,आने मुक्,आने+मुक्,72082
72090:3433:385,शेषे लोपः,शेषे+लोपः,72090
72091:2747:383,मपर्यन्तस्य,मपर्यन्तस्य,72091
72092:2871:386,युवावौ द्विवचने,युवावौ+द्विवचने,72092
72093:2884:388,यूयवयौ जसि,यूयवयौ+जसि,72093
72094:1813:384,त्वाहौ सौ,त्वाहौ+सौ,72094
72095:1752:394,तुभ्यमह्यौ ङयि,तुभ्यमह्यौ+ङयि,72095
72096:1676:398,तवममौ ङसि,तवममौ+ङसि,72096
72103:1087:342,किमः कः,किमः+कः,72103
72104:1098:1954,कु तिहोः,कु+तिहोः,72104
72110:2805:441,यः सौ,यः+सौ,72110
72113:3923:347,हलि लोपः,हलि+लोपः,72113
72118:1085:1076,किति च,किति+च,72118
73005:2250:1543,न्यग्रोधस्य च केवलस्य,न्यग्रोधस्य+च+केवलस्य,73005
73006:2013:3217,न कर्मव्यतिहारे,न+कर्मव्यतिहारे,73006
73010:716:1369,उत्तरपदस्य,उत्तरपदस्य,73010
73015:3517:1752,संख्यायाः संवत्सरसंख्यस्य च,संख्यायाः+संवत्सरसंख्यस्य+च,73015
73018:1528:1409,जे प्रोष्ठपदानाम्,जे+प्रोष्ठपदानाम्,73018
73019:3950:1133,हृद्भगसिन्ध्वन्ते पूर्वपदस्य च,हृद्भगसिन्ध्वन्ते+पूर्वपदस्य+च,73019
73028:2501:1129,प्रवाहणस्य ढे,प्रवाहणस्य+ढे,73028
73029:1609:1130,तत्प्रत्ययस्य च,तत्प्रत्ययस्य+च,73029
73030:2091:140,नञः शुचीश्वरक्षेत्रज्ञकुशलनिपुणानाम्,नञः+शुचीश्वरक्षेत्रज्ञकुशलनिपुणानाम्,73030
73031:2828:1789,यथातथयथापुरयोः पर्यायेण,यथातथयथापुरयोः+पर्यायेण,73031
73045:2057:464,न यासयोः,न+यासयोः,73045
73052:1384:2863,चजोः कु घिन्ण्यतोः,चजोः+कु+घिन्ण्यतोः,73052
73058:3198:2525,विभाषा चेः,विभाषा+चेः,73058
73059:2019:2875,न क्वादेः,न+क्वादेः,73059
73061:2681:2877,भुजन्युब्जौ पाण्युपतापयोः,भुजन्युब्जौ+पाण्युपतापयोः,73061
73062:2497:2878,प्रयाजानुयाजौ यज्ञाङ्गे,प्रयाजानुयाजौ+यज्ञाङ्गे,73062
73068:2500:2884,प्रयोज्यनियोज्यौ शक्यार्थे,प्रयोज्यनियोज्यौ+शक्यार्थे,73068
73071:934:2510,ओतः श्यनि,ओतः+श्यनि,73071
73076:1202:2322,क्रमः परस्मैपदेषु,क्रमः+परस्मैपदेषु,73076
73083:1524:2481,जुसि च,जुसि+च,73083
73084:3723:2168,सार्वधातुकार्धधातुकयोः,सार्वधातुकार्धधातुकयोः,73084
73086:2382:2181,पुगन्तलघूपधस्य च,पुगन्तलघूपधस्य+च,73086
73095:1757:2444,तुरुस्तुशम्यमः सार्वधातुके,तुरुस्तुशम्यमः+सार्वधातुके,73095
73100:125:2426,अदः सर्वेषाम्,अदः+सर्वेषाम्,73100
73102:3760:202,सुपि च,सुपि+च,73102
73104:947:207,ओसि च,ओसि+च,73104
73106:3664:288,सम्बुद्धौ च,सम्बुद्धौ+च,73106
73108:3971:242,ह्रस्वस्य गुणः,ह्रस्वस्य+गुणः,73108
73109:1495:241,जसि च,जसि+च,73109
73115:3207:293,विभाषा द्वितीयातृतीयाभ्याम्,विभाषा+द्वितीयातृतीयाभ्याम्,73115
73117:648:297,इदुद्भ्याम्,इदुद्‍भ्याम्,73117
73118:951:256,औत्‌,औत्,73118
74011:849:2383,ऋच्छत्यॄताम्,ऋच्छत्यॄताम्,74011
74014:2012:835,न कपि,न+कपि,74014
74019:2268:2355,पतः पुम्,पतः+पुम्,74019
74021:3403:2441,शीङः सार्वधातुके गुणः,शीङः+सार्वधातुके+गुणः,74021
74022:339:2649,अयङ् यि क्ङिति,अयङ्+यि+क्ङिति,74022
74026:1436:2120,च्वौ च,च्वौ+च,74026
74027:2940:1234,रीङ् ऋतः,रीङ्+ऋतः,74027
74030:2807:2633,यङि च,यङि+च,74030
74031:672:2648,ई घ्राध्मोः,ई+घ्राध्मोः,74031
74032:443:2118,अस्य च्वौ,अस्य+च्वौ,74032
74033:1194:2658,क्यचि च,क्यचि+च,74033
74034:412:2661,अशनायोदन्यधनाया बुभुक्षापिपासागर्द्धेषु,अशनायोदन्यधनाया+बुभुक्षापिपासागर्द्धेषु,74034
74044:3201:3593,विभाषा छन्दसि,विभाषा+छन्दसि,74044
74045:3755:3594,सुधितवसुधितनेमधितधिष्वधिषीय च,सुधित+वसुधित+नेमधित+धिष्व+धिषीय+च,74045
74051:2936:2192,रि च,रि+च,74051
74054:3593:2623,सनि मीमाघुरभलभशकपतपदामच इस्,सनि+मीमाघुरभलभशकपतपदामच+इस्,74054
74059:3968:2180,ह्रस्वः,ह्रस्वः,74059
74060:3921:2179,हलादिः शेषः,हलादिः+शेषः,74060
74061:3375:2259,शर्पूर्वाः खयः,शर्पूर्वाः+खयः,74061
74067:1925:2344,द्युतिस्वाप्योः सम्प्रसारणम्,द्युतिस्वाप्योः+सम्प्रसारणम्,74067
74089:1719:3037,ति च,ति+च,74089
74091:2941:2652,रुग्रिकौ च लुकि,रुग्रिकौ+च+लुकि,74091
74096:3227:2583,विभाषा वेष्टिचेष्ट्योः,विभाषा+वेष्टिचेष्ट्योः,74096
74097:674:2573,ई च गणः,ई+च+गणः,74097
81001:3687:2139,सर्वस्य द्वे,सर्वस्य+द्वे,81001
81004:2187:2140,नित्यवीप्सयोः,नित्यवीप्सयोः,81004
81006:2508:3599,प्रसमुपोदः पादपूरणे,प्रसमुपोदः+पादपूरणे,81006
81007:773:2142,उपर्यध्यधसः सामीप्ये,उपर्यध्यधसः+सामीप्ये,81007
81010:547:2145,आबाधे च,आबाधे+च,81010
81012:2446:2147,प्रकारे गुणवचनस्य,प्रकारे+गुणवचनस्य,81012
81014:2833:2149,यथास्वे यथायथम्,यथास्वे+यथायथम्,81014
81016:2285:401,पदस्य,पदस्य,81016
81017:2286:402,पदात्‌,पदात्,81017
81019:553:3654,आमन्त्रितस्य च,आमन्त्रितस्य+च,81019
81023:1812:407,त्वामौ द्वितीयायाः,त्वामौ+द्वितीयायाः,81023
81024:2025:408,न चवाहाहैवयुक्ते,न+चवाहाहैवयुक्ते,81024
81029:2062:3936,न लुट्,न+लुट्,81029
81031:2136:3938,नह प्रत्यारम्भे,नह+प्रत्यारम्भे,81031
81034:3936:3941,हि च,हि+च,81034
81036:2860:3943,यावद्यथाभ्याम्,यावद्यथाभ्याम्,81036
81039:1751:3946,तुपश्यपश्यताहैः पूजायाम्,तुपश्यपश्यताहैः+पूजायाम्,81039
81040:453:3947,अहो च,अहो+च,81040
81041:3434:3948,शेषे विभाषा,शेषे+विभाषा,81041
81042:2390:3949,पुरा च परीप्सायाम्,पुरा+च+परीप्सायाम्,81042
81045:3031:3952,लोपे विभाषा,लोपे+विभाषा,81045
81046:924:3953,एहिमन्ये प्रहासे लृट्,एहिमन्ये+प्रहासे+लृट्,81046
81050:3435:3957,शेषे विभाषा,शेषे+विभाषा,81050
81052:3025:3959,लोट् च,लोट्+च,81052
81054:3902:3961,हन्त च,हन्त+च,81054
81058:1407:3965,चादिषु च,चादिषु+च,81058
81059:1404:3966,चवायोगे प्रथमा,चवायोगे+प्रथमा,81059
81063:1406:3970,चादिलोपे विभाषा,चादिलोपे+विभाषा,81063
82002:2126:353,नलोपः सुप्स्वरसंज्ञातुग्विधिषु कृति,नलोपः+सुप्स्वरसंज्ञातुग्विधिषु+कृति,82002
82003:2053:439,न मु ने,न+मु+ने,82003
82008:2024:352,न ङिसम्बुद्ध्योः,न+ङिसम्बुद्ध्योः,82008
82010:1541:1898,झयः,झयः,82010
82011:3552:1899,संज्ञायाम्,संज्ञायाम्,82011
82014:2919:1902,राजन्वान् सौराज्ये,राजन्वान्+सौराज्ये,82014
82021:49:2541,अचि विभाषा,अचि+विभाषा,82021
82023:3561:54,संयोगान्तस्य लोपः,संयोगान्तस्य+लोपः,82023
82025:2004:2249,धि च,धि+च,82025
82030:1430:378,चोः कुः,चोः+कुः,82030
82033:3109:327,वा द्रुहमुहष्णुहष्णिहाम्,वा+द्रुहमुहष्णुहष्णिहाम्,82033
82041:3476:295,षढोः कः सि,षढोः+कः+सि,82041
82044:3040:3018,ल्वादिभ्यः,ल्वादिभ्यः,82044
82051:3412:3030,शुषः कः,शुषः+कः,82051
82057:2035:3040,न ध्याख्यापॄमूर्छिमदाम्,न+ध्याख्यापॄमूर्छिमदाम्,82057
82061:2134:3603,नसत्तनिषत्तानुत्तप्रतूर्तसूर्तगूर्तानि छन्दसि,नसत्तनिषत्तानुत्तप्रतूर्तसूर्तगूर्तानि+छन्दसि,82061
82062:1222:377,क्विन्प्रत्ययस्य कुः,क्विन्प्रत्ययस्य+कुः,82062
82068:449:443,अहन्,अहन्,82068
82070:335:3604,अम्नरूधरवरित्युभयथा छन्दसि,अम्नरूधरवरित्युभयथा+छन्दसि,82070
82077:3922:354,हलि च,हलि+च,82077
82079:2046:2629,न भकुर्छुराम्,न+भकुर्छुराम्,82079
82083:2476:94,प्रत्यभिवादेअशूद्रे,प्रत्यभिवादे+अशूद्रे,82083
82085:3962:96,हैहेप्रयोगे हैहयोः,हैहेप्रयोगे+हैहयोः,82085
82088:2888:3607,ये यज्ञकर्मणि,ये+यज्ञकर्मणि,82088
82090:2854:3609,याज्याऽन्तः,याज्याऽन्तः,82090
82092:24:3611,अग्नीत्प्रेषणे परस्य च,अग्नीत्प्रेषणे+परस्य+च,82092
82093:3214:3612,विभाषा पृष्टप्रतिवचने हेः,विभाषा+पृष्टप्रतिवचने+हेः,82093
82097:3157:3616,विचार्यमाणानाम्,विचार्यमाणानाम्,82097
82099:2468:3618,प्रतिश्रवणे च,प्रतिश्रवणे+च,82099
82104:1230:3623,क्षियाऽऽशीःप्रैषेषु तिङ् आकाङ्क्षम्,क्षियाऽऽशीःप्रैषेषु+तिङ्+आकाङ्क्षम्,82104
83005:3622:135,समः सुटि,समः+सुटि,83005
83010:2224:141,नॄन् पे,नॄन्+पे,83010
83011:3865:3633,स्वतवान् पायौ,स्वतवान्+पायौ,83011
83016:2956:339,रोः सुपि,रोः+सुपि,83016
83017:2701:167,भोभगोअघोअपूर्वस्य योऽशि,भोभगः-अघः-अपूर्वस्य+यः+अशि,83017
83019:3028:67,लोपः शाकल्यस्य,लोपः+शाकल्यस्य,83019
83021:703:170,उञि च पदे,उञि+च+पदे,83021
83022:3924:171,हलि सर्वेषाम्,हलि+सर्वेषाम्,83022
83026:3952:127,हे मपरे वा,हे+मपरे+वा,83026
83027:2113:129,नपरे नः,नपरे+नः,83027
83029:1568:131,डः सि धुट्,डः+सि+धुट्,83029
83031:3392:133,शि तुक्,शि+तुक्,83031
83034:3271:138,विसर्जनीयस्य सः,विसर्जनीयस्य+सः,83034
83035:3374:150,शर्परे विसर्जनीयः,शर्परे+विसर्जनीयः,83035
83036:3120:151,वा शरि,वा+शरि,83036
83037:1106:142,कुप्वोः XकXपौ च,कुप्वोः+XकXपौ+च,83037
83039:622:153,इणः षः,इणः+षः,83039
83044:670:158,इसुसोः सामर्थ्ये,इसुसोः+सामर्थ्ये,83044
83047:141:161,अधःशिरसी पदे,अधःशिरसी+पदे,83047
83048:1042:144,कस्कादिषु च,कस्कादिषु+च,83048
83049:1454:3634,छन्दसि वाऽप्राम्रेडितयोः,छन्दसि+वाऽप्राम्रेडितयोः,83049
83052:2350:3637,पातौ च बहुलम्,पातौ+च+बहुलम्,83052
83053:3494:3638,षष्ठ्याः पतिपुत्रपृष्ठपारपदपयस्पोषेषु,षष्ठ्याः+पतिपुत्रपृष्ठपारपदपयस्पोषेषु,83053
83055:275:210,अपदान्तस्य मूर्धन्यः,अपदान्तस्य+मूर्धन्यः,83055
83056:3707:335,सहेः साडः सः,सहेः+साडः+सः,83056
83057:626:211,इण्कोः,इण्कोः,83057
83059:530:212,आदेशप्रत्यययोः,आदेशप्रत्यययोः,83059
83067:3808:2272,स्तम्भेः,स्तम्भेः,83067
83075:2323:3026,परिस्कन्दः प्राच्यभरतेषु,परिस्कन्दः+प्राच्यभरतेषु,83075
83081:2677:1020,भीरोः स्थानम्,भीरोः+स्थानम्,83081
83082:25:924,अग्नेः स्तुत्स्तोमसोमाः,अग्नेः+स्तुत्स्तोमसोमाः,83082
83083:1535:1021,ज्योतिरायुषः स्तोमः,ज्योतिरायुषः+स्तोमः,83083
83086:310:3193,अभिनिसः स्तनः शब्दसंज्ञायाम्,अभिनिसः+स्तनः+शब्दसंज्ञायाम्,83086
83088:3770:2477,सुविनिर्दुर्भ्यः सुपिसूतिसमाः,सुविनिर्दुर्भ्यः+सुपिसूतिसमाः,83088
83094:1469:3206,छन्दोनाम्नि च,छन्दोनाम्नि+च,83094
83096:3156:3085,विकुशमिपरिभ्यः स्थलम्,विकुशमिपरिभ्यः+स्थलम्,83096
83098:3771:1022,सुषामादिषु च,सुषामादिषु+च,83098
83106:2419:3643,पूर्वपदात्‌,पूर्वपदात्,83106
83107:3749:3644,सुञः,सुञः,83107
