Sutra krama:Akaaraadi krama:Kaumudi krama,Sutra,PadacCheda,Sutra krama
63019:2231:977,नेन्सिद्धबध्नातिषु,न+इन्सिद्धबध्नातिषु,63019
63020:3839:978,स्थे च भाषायाम्,स्थे+च+भाषायाम्,63020
63021:3491:979,षष्ठ्या आक्रोशे,षष्ठ्या+आक्रोशे,63021
63022:2387:980,पुत्रेऽन्यतरस्याम्,पुत्रे+अन्यतरस्याम्,63022
63023:860:981,ऋतो विद्यायोनिसम्बन्धेभ्यः,ऋतः+विद्यायोनिसम्बन्धेभ्यः,63023
63024:3237:982,विभाषा स्वसृपत्योः,विभाषा+स्वसृपत्योः,63024
63025:537:921,आनङ् ऋतो द्वंद्वे,आनङ्+ऋतः+द्वन्द्वे,63025
63026:1909:922,देवताद्वंद्वे च,देवताद्वन्द्वे+च,63026
63027:680:923,ईदग्नेः सोमवरुणयोः,ईत्+अग्नेः+सोमवरुणयोः,63027
63030:1866:927,दिवसश्च पृथिव्याम्,दिवसः+च+पृथिव्याम्,63030
63032:2763:929,मातरपितरावुदीचाम्,मातरपितरौ+उदीचाम्,63032
63033:2371:3528,पितरामातरा च च्छन्दसि,पितरामातरा+च+छन्दसि,63033
63034:3820:831,स्त्रियाः पुंवद्भाषितपुंस्कादनूङ् समानाधिकरणे स्त्रियामपूरणीप्रियाऽऽदिषु,स्त्रियाः+पुंवत्+भाषितपुंस्कादनूङ्+समानाधिकरणे+स्त्रियाम्+अपूरणीप्रियाऽऽदिषु,63034
63035:1679:836,तसिलादिषु आकृत्वसुचः,तसिलादिषु+आ+कृत्वसुचः,63035
63036:1193:837,क्यङ्मानिनोश्च,क्यङ्मानिनोः+च,63036
63037:2015:838,न कोपधायाः,न+कोपधायाः,63037
63038:3527:839,संज्ञापूरण्योश्च,संज्ञापूरण्योः+च,63038
63039:3287:840,वृद्धिनिमित्तस्य च तद्धितस्यारक्तविकारे,वृद्धिनिमित्तस्य+च+तद्धितस्य+अरक्तविकारे,63039
63040:3883:841,स्वाङ्गाच्चेतोऽमानिनि,स्वाङ्गात्+च+ईतः+अमानिनि,63040
63042:2379:746,पुंवत्‌ कर्मधारयजातीयदेशीयेषु,पुंवत्+कर्मधारयजातीयदेशीयेषु,63042
63043:1360:985,घरूपकल्पचेलड्ब्रुवगोत्रमतहतेषु ङ्योऽनेकाचो ह्रस्वः,घरूपकल्पचेलड्ब्रुवगोत्रमतहतेषु+ङ्यः+अनेकाचः+ह्रस्वः,63043
63044:2106:986,नद्याः शेषस्यान्यतरस्याम्,नद्याः+शेषस्य+अन्यतरस्याम्,63044
63046:541:807,आन्महतः समानाधिकरणजातीययोः,आत्+महतः+समानाधिकरणजातीययोः,63046
63047:1984:808,द्व्यष्टनः संख्यायामबहुव्रीह्यशीत्योः,द्‍व्यष्टनः+संख्यायाम्+अबहुव्रीह्यशीत्योः,63047
63049:3196:810,विभाषा चत्वारिंशत्प्रभृतौ सर्वेषाम्,विभाषा+चत्वारिंशत्प्रभृतौ+सर्वेषाम्,63049
63050:3949:988,हृदयस्य हृल्लेखयदण्लासेषु,हृदयस्य+हृत्+लेखयदण्लासेषु,63050
63051:3121:989,वा शोकष्यञ्रोगेषु,वा+शोकष्यञ्-रोगेषु,63051
63052:2357:990,पादस्य पदाज्यातिगोपहतेषु,पादस्य+पद+आज्यातिगोपहतेषु,63052
63053:2293:991,पद् यत्यतदर्थे,पद्+यति+अतदर्थे,63053
63054:3941:992,हिमकाषिहतिषु च,हिमकाषिहतिषु+च,63054
63055:847:993,ऋचः शे,ऋचः+शे,63055
63056:3102:994,वा घोषमिश्रशब्देषु,वा+घोषमिश्रशब्देषु,63056
63057:724:995,उदकस्योदः संज्ञायाम्,उदकस्य+उदः+संज्ञायाम्,63057
63058:2438:996,पेषंवासवाहनधिषु च,पेषंवासवाहनधिषु+च,63058
63059:887:997,एकहलादौ पूरयितव्येऽन्यतरस्याम्,एकहलादौ+पूरयितव्ये+अन्यतरस्याम्,63059
63060:2745:998,मन्थौदनसक्तुबिन्दुवज्रभारहारवीवधगाहेषु च,मन्थौदनसक्तुबिन्दुवज्रभारहारवीवधगाहेषु+च,63060
63061:598:999,इको ह्रस्वोऽङ्यो गालवस्य,इकः+ह्रस्वः+अङ्यः+गालवस्य,63061
63062:876:1000,एक तद्धिते च,एक+तद्धिते+च,63062
63063:1378:1001,ङ्यापोः संज्ञाछन्दसोर्बहुलम्,ङ्यापोः+संज्ञाछन्दसोः+बहुलम्,63063
63064:1814:1002,त्वे च,त्वे+च,63064
63065:665:1006,इष्टकेषीकामालानां चिततूलभारिषु,इष्टकेषीकामालानाम्+चिततूलभारिषु,63065
63066:1256:2943,खित्यनव्ययस्य,खिति+अनव्ययस्य,63066
63067:345:2942,अरुर्द्विषदजन्तस्य मुम्,अरुर्द्विषदजन्तस्य+मुम्,63067
63068:608:2994,इच एकाचोऽम्प्रत्ययवच्च,इचः+एकाचः+अम्+प्रत्ययवत्+च,63068
63069:3137:2957,वाचंयमपुरंदरौ च,वाचंयमपुरंदरौ+च,63069
63070:1056:1007,कारे सत्यागदस्य,कारे+सत्यागदस्य,63070
63071:3445:1268,श्येनतिलस्य पाते ञे,श्येनतिलस्य+पाते+ञे,63071
63072:2928:1008,रात्रेः कृति विभाषा,रात्रेः+कृति+विभाषा,63072
63074:1686:758,तस्मान्नुडचि,तस्मात्+नुट्+अचि,63074
63075:2119:759,नभ्राण्नपान्नवेदानासत्यानमुचिनकुलनखनपुंसकनक्षत्रनक्रनाकेषु प्रकृत्या,नभ्राण्नपान्नवेदानासत्यानमुचिनकुलनखनपुंसकनक्षत्रनक्रनाकेषु+प्रकृत्या,63075
63076:894:811,एकादिश्चैकस्य चादुक्,एकादिः+च+एकस्य+च+आदुक्,63076
63077:2090:760,नगोऽप्राणिष्वन्यतरस्याम्,नगः+अप्राणिषु+अन्यतरस्याम्,63077
63078:3701:1009,सहस्य सः संज्ञायाम्,सहस्य+सः+संज्ञायाम्,63078
63079:1336:1010,ग्रन्थान्ताधिके च,ग्रन्थान्ताधिके+च,63079
63080:1958:1011,द्वितीये चानुपाख्ये,द्वितीये+च+अनुपाख्ये,63080
63081:408:660,अव्ययीभावे चाकाले,अव्ययीभावे+च+अकाले,63081
63082:3317:849,वोपसर्जनस्य,वा+उपसर्जनस्य,63082
63083:2449:850,प्रकृत्याऽऽशिष्यगोवत्सहलेषु,प्रकृत्या+आशिषि+अगोवत्सहलेषु,63083
63084:3635:1012,समानस्य छन्दस्यमूर्धप्रभृत्युदर्केषु,समानस्य+छन्दसि+अमूर्धप्रभृत्युदर्केषु,63084
63085:1536:1013,ज्योतिर्जनपदरात्रिनाभिनामगोत्ररूपस्थानवर्णवयोवचनबन्धुषु,ज्योतिर्जनपदरात्रिनाभिनामगोत्ररूपस्थानवर्णवयोवचनबन्धुषु,63085
63086:1396:1014,चरणे ब्रह्मचारिणि,चरणे+ब्रह्मचारिणि,63086
63087:1743:1015,तीर्थे ये,तीर्थे+ये,63087
63089:1900:1017,दृग्दृशवतुषु,दृग्दृशवतुषु,63089
63090:638:1018,इदङ्किमोरीश्की,इदङ्किमोः+ईश्की,63090
63091:460:430,आ सर्वनाम्नः,आ+सर्वनाम्नः,63091
63092:3270:418,विष्वग्देवयोश्च टेरद्र्यञ्चतौ वप्रत्यये,विष्वग्देवयोः+च+टेः+अद्रि+अञ्चतौ+वप्रत्यये,63092
63093:3621:421,समः समि,समः+समि,63093
63094:1734:423,तिरसस्तिर्यलोपे,तिरसः+तिरि+अलोपे,63094
63095:3702:422,सहस्य सध्रिः,सहस्य+सध्रिः,63095
63096:3587:3529,सध मादस्थयोश्छन्दसि,सध+मादस्थयोः+छन्दसि,63096
63097:1983:941,द्व्यन्तरुपसर्गेभ्योऽप ईत्‌,द्‍व्यन्तरुपसर्गेभ्यः+अपः+ईत्,63097
63098:834:942,ऊदनोर्देशे,ऊत्+अनोः+देशे,63098
63099:423:1025,अषष्ठ्यतृतीयास्थस्यान्यस्य दुगाशिराशाऽऽस्थाऽऽस्थितोत्सुकोतिकारकरागच्छेषु,अषष्ठ्यतृतीयास्थस्य+अन्यस्य+दुक्+आशीराशाऽऽस्थाऽऽस्थितोत्सुकोतिकारकरागच्छेषु,63099
63100:352:1026,अर्थे विभाषा,अर्थे+विभाषा,63100
63101:1167:1027,कोः कत्‌ तत्पुरुषेऽचि,कोः+कत्+तत्पुरुषे+अचि,63101
63103:1767:1029,तृणे च जातौ,तृणे+च+जातौ,63103
63104:1045:1030,का पथ्यक्षयोः,का+पथ्यक्षयोः,63104
63105:692:1031,ईषदर्थे,ईषदर्थे,63105
63106:3212:1032,विभाषा पुरुषे,विभाषा+पुरुषे,63106
63107:1037:1033,कवं चोष्णे,कवम्+च+उष्णे,63107
63108:2277:3550,पथि च च्छन्दसि,पथि+च+छन्दसि,63108
63109:2437:1034,पृषोदरादीनि यथोपदिष्टम्,पृषोदरादीनि+यथोपदिष्टम्,63109
63110:3520:238,संख्याविसायपूर्वस्याह्नस्याहन्नन्यतरस्यां ङौ,संख्याविसायपूर्वस्य+अह्नस्य+अहन्+अन्यतरस्याम्+ङौ,63110
63111:1577:174,ढ्रलोपे पूर्वस्य दीर्घोऽणः,ढ्रलोपे+पूर्वस्य+दीर्घः+अणः,63111
63112:3704:2357,सहिवहोरोदवर्णस्य,सहिवहोः+ओत्+अवर्णस्य,63112
63113:3713:3531,साढ्यै साढ्वा साढेति निगमे,साढ्यै+साढ्वा+साढा+इति+निगमे,63113
63114:3570:1035,संहितायाम्,संहितायाम्,63114
63115:990:1036,कर्णे लक्षणस्याविष्टाष्टपञ्चमणिभिन्नछिन्नछिद्रस्रुवस्वस्तिकस्य,कर्णे+लक्षणस्य+अविष्टाष्टपञ्चमणिभिन्नछिन्नछिद्रस्रुवस्वस्तिकस्य,63115
63116:2137:1037,नहिवृतिवृषिव्यधिरुचिसहितनिषु क्वौ,नहिवृतिवृषिव्यधिरुचिसहितनिषु+क्वौ,63116
63117:3057:1038,वनगिर्योः संज्ञायां कोटरकिंशुलकादीनाम्,वनगिर्योः+संज्ञायाम्+कोटरकिंशुलकादीनाम्,63117
63118:3084:1040,वले,वले,63118
63119:2720:1041,मतौ बह्वचोऽनजिरादीनाम्,मतौ+बह्वचः+अनजिरादीनाम्,63119
63120:3368:1042,शरादीनां च,शरादीनाम्+च,63120
63121:593:1043,इकः वहे अपीलोः,इकः+वहे+अपीलोः,63121
63122:778:1044,उपसर्गस्य घञ्यमनुष्ये बहुलम्,उपसर्गस्य+घञि+अमनुष्ये+बहुलम्,63122
63123:592:1045,इकः काशे,इकः+काशे,63123
63125:425:1046,अष्टनः संज्ञायाम्,अष्टनः+संज्ञायाम्,63125
63126:1445:3532,छन्दसि च,छन्दसि+च,63126
63127:1417:1047,चितेः कपि,चितेः+कपि,63127
63128:3267:379,विश्वस्य वसुराटोः,विश्वस्य+वसुराटोः,63128
63129:2124:1048,नरे संज्ञायाम्,नरे+संज्ञायाम्,63129
63130:2779:1049,मित्रे चर्षौ,मित्रे+च+ऋषौ,63130
63131:2743:3533,मन्त्रे सोमाश्वेन्द्रियविश्वदेव्यस्य मतौ,मन्त्रे+सोमाश्वेन्द्रियविश्वदेव्यस्य+मतौ,63131
63132:946:3534,ओषधेश्च विभक्तावप्रथमायाम्,ओषधेः+च+विभक्तौ+अप्रथमायाम्,63132
63133:848:3535,ऋचि तुनुघमक्षुतङ्कुत्रोरुष्याणाम्,ऋचि+तुनुघमक्षुतङ्कुत्रोरुष्याणाम्,63133
63134:594:3536,इकः सुञि,इकः+सुञि,63134
63135:1980:3537,द्व्यचोऽतस्तिङः,द्‍व्यचः+अतः+तिङः,63135
63136:2191:3538,निपातस्य च,निपातस्य+च,63136
63137:265:3539,अन्येषामपि दृश्यते,अन्येषाम्+अपि+दृश्यते,63137
63138:1432:417,चौ,चौ,63138
63139:3661:1004,सम्प्रसारणस्य,सम्प्रसारणस्य,63139
64001:35:200,अङ्गस्य,अङ्गस्य,64001
64002:3910:2559,हलः,हलः,64002
64003:2157:209,नामि,नामि,64003
64004:2027:300,न तिसृचतसृ,न+तिसृचतसृ,64004
64006:2222:283,नृ च,नृ+च,64006
64008:3681:250,सर्वनामस्थाने चासम्बुद्धौ,सर्वनामस्थाने+च+असम्बुद्धौ,64008
64009:3122:3541,वा षपूर्वस्य निगमे,वा+षपूर्वस्य+निगमे,64009
64010:3717:317,सान्तमहतः संयोगस्य,सान्त+महतः+संयोगस्य,64010
64011:302:277,अप्तृन्तृच्स्वसृनप्तृनेष्टृत्वष्टृक्षत्तृहोतृपोतृप्रशास्तॄणाम्,अप्तृन्तृच्स्वसृनप्तृनेष्टृत्वष्टृक्षत्तृहोतृपोतॄप्रशास्तॄणाम्,64011
64012:660:356,इन्हन्पूषार्यम्णां शौ,इन्हन्पूषार्यम्णाम्+शौ,64012
64013:3801:357,सौ च,सौ+च,64013
64014:124:425,अत्वसन्तस्य चाधातोः,अत्वसन्तस्य+च+अधातोः,64014
64015:205:2666,अनुनासिकस्य क्विझलोः क्ङिति,अनुनासिकस्य+क्विझलोः+क्ङिति,64015
64016:71:2614,अज्झनगमां सनि,अज्झनगमाम्+सनि,64016
64018:1203:2329,क्रमश्च क्त्वि,क्रमः+च+क्त्वि,64018
64019:1433:2561,च्छ्वोः शूडनुनासिके च,च्छ्वोः+शूठ्+अनुनासिके+च,64019
64020:1538:2654,ज्वरत्वरश्रिव्यविमवामुपधायाश्च,ज्वरत्वरस्रिव्यविमवाम्+उपधायाः+च,64020
64022:431:2183,असिद्धवदत्राभात्‌,असिद्धवत्+अत्र+आ+भात्,64022
64024:184:415,अनिदितां हल उपधायाः क्ङिति,अनिदिताम्+हलः+उपधायाः+क्ङिति,64024
64025:1834:2396,दन्शसञ्जस्वञ्जां शपि,दन्शसञ्जस्वञ्जाम्+शपि,64025
64027:1358:3187,घञि च भावकरणयोः,घञि+च+भावकरणयोः,64027
64029:396:3189,अवोदैधौद्मप्रश्रथहिमश्रथाः,अवोदैधौद्मप्रश्रथहिमश्रथाः,64029
64030:2142:424,नाञ्चेः पूजायाम्,न+अञ्चेः+पूजायाम्,64030
64031:1191:3321,क्त्वि स्कन्दिस्यन्दोः,क्त्वि+स्कन्दिस्यन्दोः,64031
64032:1511:3330,जान्तनशां विभाषा,जान्तनशाम्+विभाषा,64032
64033:2646:2764,भञ्जेश्च चिणि,भञ्जेः+च+चिणि,64033
64034:3390:2486,शास इदङ्हलोः,शासः+इत्+अङ्‍हलोः,64034
64035:3380:2487,शा हौ,शा+हौ,64035
64037:204:2428,अनुदात्तोपदेशवनतितनोत्यादीनामनुनासिकलोपो झलि क्ङिति,अनुदात्तोपदेशवनतितनोत्यादीनाम्+अनुनासिक+लोपः+झलि+क्ङिति,64037
64038:3119:3334,वा ल्यपि,वा+ल्यपि,64038
64039:2016:3314,न क्तिचि दीर्घश्च,न+क्तिचि+दीर्घः+च,64039
64040:1272:2986,गमः क्वौ,गमः+क्वौ,64040
64041:3160:2982,विड्वनोरनुनासिकस्यात्‌,विड्‍वनोः+अनुनासिकस्य+आत्,64041
64042:1483:2504,जनसनखनां सञ्झलोः,जनसनखनाम्+सञ्झलोः,64042
64043:2889:2319,ये विभाषा,ये+विभाषा,64043
64045:3588:3315,सनः क्तिचि लोपश्चास्यान्यतरस्याम्,सनः+क्तिचि+लोपः+च+अस्य+अन्यतरस्याम्,64045
64046:568:3307,आर्धधातुके,आर्धधातुके,64046
64047:2704:2535,भ्रस्जो रोपधयोः रमन्यतरस्याम्‌,भ्रस्जः+रोपधयोः+रम्+अन्यतरस्याम्,64047
64049:2851:2631,यस्य हलः,यस्य+हलः,64049
64050:1196:2660,क्यस्य विभाषा,क्यस्य+विभाषा,64050
64052:2210:3057,निष्ठायां सेटि,निष्ठायाम्+सेटि,64052
64053:1485:3542,जनिता मन्त्रे,जनिता+मन्त्रे,64053
64054:3363:3543,शमिता यज्ञे,शमिता+यज्ञे,64054
64055:342:2311,अयामन्ताल्वाय्येत्न्विष्णुषु,अय्+आमन्ताल्वाय्येत्न्विष्णुषु,64055
64056:3038:3336,ल्यपि लघुपूर्वात्‌,ल्यपि+लघुपूर्वात्,64056
64058:2868:3544,युप्लुवोर्दीर्घश्छन्दसि,युप्लुवोः+दीर्घः+छन्दसि,64058
64059:1229:3338,क्षियः,क्षियः,64059
64060:2209:3014,निष्ठायां अण्यदर्थे,निष्ठायाम्+अण्यदर्थे,64060
64061:3126:3081,वाऽऽक्रोशदैन्ययोः,वा+आक्रोशदैन्ययोः,64061
64062:3859:2757,स्यसिच्सीयुट्तासिषु भावकर्मणोरुपदेशेऽज्झनग्रहदृशां वा चिण्वदिट् च,स्यसिच्सीयुट्‍तासिषु+भावकर्म्मणोः+उपदेशे+अज्झनग्रहदृशाम्+वा+चिण्वत्+इट्+च,64062
64063:1875:2507,दीङो युडचि क्ङिति,दीङः+युट्+अचि+क्ङिति,64063
64064:506:2372,आतो लोप इटि च,आतः+लोप+इटि+च,64064
64066:1362:2462,घुमास्थागापाजहातिसां हलि,घुमास्थागापाजहातिसाम्+हलि,64066
64068:3130:2378,वाऽन्यस्य संयोगादेः,वा+अन्यस्य+संयोगादेः,64068
64069:2065:3335,न ल्यपि,न+ल्यपि,64069
64070:2751:3318,मयतेरिदन्यतरस्याम्,मयतेः+इत्+अन्यतरस्याम्,64070
64071:3008:2206,लुङ्लङ्लृङ्क्ष्वडुदात्तः,लुङ्लङ्लृङ्क्ष्व्+अट्+उदात्तः,64071
64072:491:2254,आडजादीनाम्,आट्+अजादीनाम्,64072
64073:1461:3545,छन्दस्यपि दृश्यते,छन्दसि+अपि+दृश्यते,64073
64074:2052:2228,न माङ्योगे,न+माङ्योगे,64074
64075:2597:3546,बहुलं छन्दस्यमाङ्योगेऽपि,बहुलम्+छन्दसि+अमाङ्योगे+अपि,64075
64077:51:271,अचि श्नुधातुभ्रुवां य्वोरियङुवङौ,अचि+श्नुधातुभ्रुवाम्+य्वोः+इयङुवङौ,64077
64078:321:2290,अभ्यासस्यासवर्णे,अभ्यासस्य+आसवर्णे,64078
64079:3819:301,स्त्रियाः,स्त्रियाः,64079
64082:921:272,एरनेकाचोऽसंयोगपूर्वस्य,एः+अनेकाचः+असंयोगपूर्वस्य,64082
64083:929:281,ओः सुपि,ओः+सुपि,64083
64084:3082:282,वर्षाभ्वश्च,वर्षाभ्वः+च,64084
64085:2050:273,न भूसुधियोः,न+भूसुधियोः,64085
64087:3946:2387,हुश्नुवोः सार्वधातुके,हुश्नुवोः+सार्वधातुके,64087
64088:2689:2174,भुवो वुग्लुङ्लिटोः,भुवः+वुक्+लुङ्लिटोः,64088
64089:835:2364,ऊदुपधाया गोहः,ऊत्+उपधायाः+गोहः,64089
64091:3103:2605,वा चित्तविरागे,वा+चित्तविरागे,64091
64093:1415:2762,चिण्णमुलोर्दीर्घोऽन्यतरस्याम्,चिण्णमुलोः+दीर्घः+अन्यतरस्याम्,64093
64094:1246:2955,खचि ह्रस्वः,खचि+ह्रस्वः,64094
64095:3980:3073,ह्लादो निष्ठायाम्,ह्लादः+निष्ठायाम्,64095
64096:1472:3297,छादेर्घेऽद्व्युपसर्गस्य,छादेः+घे+अद्‍व्युपसर्गस्य,64096
64097:671:2985,इस्मन्त्रन्क्विषु च,इस्मन्त्रन्क्विषु+च,64097
64098:1274:2363,गमहनजनखनघसां लोपः क्ङित्यनङि,गमहनजनखनघसाम्+लोपः+क्ङिति+अनङि,64098
64099:1659:3549,तनिपत्योश्छन्दसि,तनिपत्योः+छन्दसि,64099
64100:1361:3550,घसिभसोर्हलि च,घसिभसोः+हलि+च,64100
64101:3945:2425,हुझल्भ्यो हेर्धिः,हुझल्भ्यः+हेः+धिः,64101
64102:3455:3551,श्रुशृणुपॄकृवृभ्यश्छन्दसि,श्रुशृणुपॄकृवृभ्यः+छन्दसि,64102
64106:707:2334,उतश्च प्रत्ययादसंयोगपूर्वात्‌,उतः+च+प्रत्ययात्+असंयोगपूर्वात्,64106
64107:3029:2333,लोपश्चास्यान्यतरस्यां म्वोः,लोपः+च+अस्य+अन्यतरस्याम्+म्वोः,64107
64109:2885:2549,ये च,ये+च,64109
64110:98:2467,अत उत्‌ सार्वधातुके,अतः+उत्+सार्वधातुके,64110
64112:3442:2483,श्नाऽभ्यस्तयोरातः,श्नाऽभ्यस्तयोः+आतः,64112
64113:676:2497,ई हल्यघोः,ई+हलि+अघोः,64113
64114:651:2482,इद्दरिद्रस्य,इत्+दरिद्रस्य,64114
64115:2674:2492,भियोऽन्यतरस्याम्,भियः+अन्यतरस्याम्,64115
64117:459:2499,आ च हौ,आ+च+हौ,64117
64119:1367:2471,घ्वसोरेद्धावभ्यासलोपश्च,घ्वसोः+एत्+हौ+अभ्यासलोपः+च,64119
64120:100:2260,अत एकहल्मध्येऽनादेशादेर्लिटि,अतः+एकहल्मध्ये+अनादेशादेः+लिटि,64120
64121:1816:2261,थलि च सेटि,थलि+च+सेटि,64121
64122:1778:2301,तॄफलभजत्रपश्च,तॄफलभजत्रपः+च,64122
64123:2932:2532,राधो हिंसायाम्,राधः+हिंसायाम्,64123
64124:3107:2356,वा जॄभ्रमुत्रसाम्,वा+जॄभ्रमुत्रसाम्,64124
64125:2570:2354,फणां च सप्तानाम्,फणाम्+च+सप्तानाम्,64125
64126:2072:2263,न शसददवादिगुणानाम्,न+शसददवादिगुणानाम्,64126
64127:361:364,अर्वणस्त्रसावनञः,अर्वणः+तृ+असौ+अवनञः,64127
64128:2711:360,मघवा बहुलम्,मघवा+बहुलम्,64128
64129:2657:233,भस्य,भस्य,64129
64130:2355:414,पादः पत्,पादः+पत्,64130
64131:3092:435,वसोः सम्प्रसारणम्,वसोः+सम्प्रसारणम्,64131
64133:3464:362,श्वयुवमघोनामतद्धिते,श्वयुवमघोनाम्+अतद्धिते,64133
64135:3479:1160,षपूर्वहन्धृतराज्ञामणि,षपूर्वहन्धृतराज्ञाम्+अणि,64135
64136:3195:237,विभाषा ङिश्योः,विभाषा+ङिश्योः,64136
64137:2076:355,न संयोगाद्वमन्तात्‌,न+संयोगात्+वमान्तात्,64137
64138:41:416,अचः,अचः,64138
64141:2744:3554,मन्त्रेष्वाङ्यादेरात्मनः,मन्त्रेषु+आङि+आदेः+आत्मनः,64141
64142:1720:844,ति विंशतेर्डिति,ति+विंशतेः+डिति,64142
64143:1560:316,टेः,टेः,64143
64145:454:789,अह्नष्टखोरेव,अह्नः+टखोः+एव,64145
64147:1575:1142,ढे लोपोऽकद्र्वाः,ढे+लोपः+अकद्र्‍वाः,64147
64148:2852:311,यस्येति च,यस्य+ईति+च,64148
64149:3778:499,सूर्यतिष्यागस्त्यमत्स्यानां य उपधायाः,सूर्यतिष्यागस्त्यमत्स्यानाम्+यः+उपधायाः,64149
64150:3920:472,हलस्तद्धितस्य,हलः+तद्धितस्य,64150
64151:542:1082,आपत्यस्य च तद्धितेऽनाति,आपत्यस्य+च+तद्धिते+अनाति,64151
64152:1195:2119,क्यच्व्योश्च,क्यच्व्योः+च,64152
64153:2623:1311,बिल्वकादिभ्यश्छस्य लुक्,बिल्वकादिभ्यः+छस्य+लुक्,64153
64154:1756:2008,तुरिष्ठेमेयस्सु,तुः+इष्ठेमेयस्सु,64154
64155:1561:1786,टेः,टेः,64155
64156:3837:2015,स्थूलदूरयुवह्रस्वक्षिप्रक्षुद्राणां यणादिपरं पूर्वस्य च गुणः,स्थूलदूरयुवह्रस्वक्षिप्रक्षुद्राणाम्+यणादिपरम्+पूर्वस्य+च+गुणः,64156
64157:2551:2016,प्रियस्थिरस्फिरोरुबहुलगुरुवृद्धतृप्रदीर्घवृन्दारकाणां प्रस्थस्फवर्बंहिगर्वर्षित्रब्द्राघिवृन्दाः,प्रियस्थिरस्फिरोरुबहुलगुरुवृद्धतृप्रदीर्घवृन्दारकाणाम्+प्रस्थस्फवर्बंहिगर्वर्षित्रब्द्राघिवृन्दाः,64157
64158:2610:2017,बहोर्लोपो भू च बहोः,बहोः+लोपः+भू+च+बहोः,64158
64159:668:2018,इष्ठस्य यिट् च,इष्ठस्य+यिट्+च,64159
64160:1534:2012,ज्यादादीयसः,ज्यात्+आत्+ईयसः,64160
64161:2898:1785,र ऋतो हलादेर्लघोः,रः+ऋतः+हलादेः+लघोः,64161
64162:3181:3555,विभाषर्जोश्छन्दसि,विभाषा+ऋजोः+छन्दसि,64162
64163:2451:2010,प्रकृत्यैकाच्,प्रकृत्या+एकाच्,64163
64164:655:1245,इनण्यनपत्ये,इन्+अणि+अनपत्ये,64164
64165:1289:1275,गाथिविदथिकेशिगणिपणिनश्च,गाथिविदथिकेशिगणिपणिनः+च,64165
64166:3559:1156,संयोगादिश्च,संयोगादिः+च,64166
64167:234:1155,अन्,अन्,64167
64168:2887:1154,ये चाभावकर्मणोः,ये+च+अभावकर्मणोः,64168
64169:515:1671,आत्माध्वानौ खे,आत्माध्वानौ+खे,64169
64170:2051:1157,न मपूर्वोऽपत्येऽवर्मणः,न+मपूर्वः+अपत्ये+अवर्मणः,64170
64172:1058:1613,कार्मस्ताच्छील्ये,कार्म्मः+ताच्छील्ये,64172
64174:1842:1145,दाण्डिनायनहास्तिनायनाथर्वणिकजैह्माशिनेयवाशिनायनिभ्रौणहत्यधैवत्यसारवैक्ष्वाकमैत्रेयहिरण्मयानि,दाण्डिनायनहास्तिनायनाथर्वणिकजैह्माशिनेयवाशिनायनिभ्रौणहत्यधैवत्यसारवैक्ष्वाकमैत्रेयहिरण्मयानि,64174
64175:865:3556,ऋत्व्यवास्त्व्यवास्त्वमाध्वीहिरण्ययानि च्छन्दसि,ऋत्व्यवास्त्व्यवास्त्वमाध्वीहिरण्ययानि+छन्दसि,64175
71002:558:475,आयनेयीनीयियः फढखच्छघां प्रत्ययादीनाम्‌,आयनेयीनीयियः+फढखछघाम्+प्रत्ययादीनाम्,71002
71004:126:2479,अदभ्यस्तात्‌,अत्+अभ्यस्तात्,71004
71005:510:2258,आत्मनेपदेष्वनतः,आत्मनेपदेषु+अनतः,71005
71009:111:203,अतो भिस ऐस्,अतः+भिस+ऐस्,71009
71011:2229:349,नेदमदसोरकोः,न+इदमदसोः+अकोः,71011
71012:1556:201,टाङसिङसामिनात्स्याः,टाङसिङसाम्+इनात्स्याः,71012
71014:3682:215,सर्वनाम्नः स्मै,सर्वनाम्नः+स्मै,71014
71015:1371:216,ङसिङ्योः स्मात्स्मिनौ,ङसिङ्योः+स्मात्स्मिनौ,71015
71016:2426:221,पूर्वादिभ्यो नवभ्यो वा,पूर्वादिभ्यः+नवभ्यः+वा,71016
71017:1494:214,जसः शी,जसः+शी,71017
71019:2116:310,नपुंसकाच्च,नपुंसकात्+च,71019
71020:1493:312,जश्शसोः शिः,जश्शसोः+शिः,71020
71021:427:372,अष्टाभ्य औश्,अष्टाभ्यः+औश्,71021
71023:3872:319,स्वमोर्नपुंसकात्‌,स्वमोः+नपुंसकात्,71023
71025:138:315,अद्ड् डतरादिभ्यः पञ्चभ्यः,अद्ड्+डतरादिभ्यः+पञ्चभ्यः,71025
71026:2228:3559,नेतराच्छन्दसि,न+इतरात्+छन्दसि,71026
71027:2878:399,युष्मदस्मद्भ्यां ङसोऽश्,युष्मदस्मद्भ्याम्+ङसः+अश्,71027
71028:1374:382,ङे प्रथमयोरम्,ङे+प्रथमयोरम्,71028
71031:2262:397,पञ्चम्या अत्‌,पञ्चम्याः+अत्,71031
71032:882:396,एकवचनस्य च,एकवचनस्य+च,71032
71034:497:2371,आत औ णलः,आतः+औ+णलः,71034
71035:1761:2197,तुह्योस्तातङाशिष्यन्यतरस्याम्,तुह्योः+तातङ्+आशिषि+अन्यतरस्याम्,71035
71036:3165:3105,विदेः शतुर्वसुः,विदेः+शतुः+वसुः,71036
