"Sutra krama","Akaaraadi krama","Kaumudi krama","Sutra","PadacCheda",
"74003","2706","2565","भ्राजभासभाषदीपजीवमीलपीडामन्यतरस्याम्‌","भ्राजभासभाषदीपजीवमीलपीडाम् अन्यतरस्याम्",
"74004","3027","2587","लोपः पिबतेरीच्चाभ्यासस्य","लोपः पिबतेः ईत् च अभ्यासस्य",
"74005","1738","2588","तिष्ठतेरित्‌","तिष्ठतेः इत्",
"74006","1515","2589","जिघ्रतेर्वा","जिघ्रतेः वा",
"74007","822","2567","उर्ऋत्‌","उः ऋत्",
"74008","2175","3587","नित्यं छन्दसि","नित्यम् छन्दसि",
"74009","1836","2388","दयतेर्दिगि लिटि","दयतेः दिगि लिटि",
"74010","854","2389","ऋतश्च संयोगादेर्गुणः","ऋतः च संयोगादेः गुणः",
"74011","849","2383","ऋच्छत्यॄताम्","ऋच्छत्यॄताम्",
"74012","3422","2495","शृदॄप्रां ह्रस्वो वा","शॄदॄप्राम् ह्रस्वः वा",
"74013","1161","834","केऽणः","के अणः",
"74014","2012","835","न कपि","न कपि",
"74015","543","892","आपोऽन्यतरस्याम्","आपः अन्यतरस्याम्",
"74016","868","2406","ऋदृशोऽङि गुणः","ऋदृशः अङि गुणः",
"74017","446","2520","अस्यतेस्थुक्","अस्यतेः थुक्",
"74018","3463","2421","श्वयतेरः","श्वयतेः अः",
"74019","2268","2355","पतः पुम्","पतः पुम्",
"74020","3041","2454","वच उम्","वचः उम्",
"74021","3403","2441","शीङः सार्वधातुके गुणः","शीङः सार्वधातुके गुणः",
"74022","339","2649","अयङ् यि क्ङिति","अयङ् यि क्ङिति",
"74023","790","2702","उपसर्गाद्ध्रस्व ऊहतेः","उपसर्गात् ह्रस्वः ऊहतेः",
"74024","915","2457","एतेर्लिङि","एतेः लिङि",
"74025","15","2298","अकृत्सार्वधातुकयोर्दीर्घः","अकृत्सार्वधातुकयोः दीर्घः",
"74026","1436","2120","च्वौ च","च्वौ च",
"74027","2940","1234","रीङ् ऋतः","रीङ् ऋतः",
"74028","2938","2367","रिङ् शयग्लिङ्क्षु","रिङ् शयग्लिङ्‍क्षु",
"74029","1297","2380","गुणोऽर्तिसंयोगाद्योः","गुणः अर्तिसंयोगाद्योः",
"74030","2807","2633","यङि च","यङि च",
"74031","672","2648","ई घ्राध्मोः","ई घ्राध्मोः",
"74032","443","2118","अस्य च्वौ","अस्य च्वौ",
"74033","1194","2658","क्यचि च","क्यचि च",
"74034","412","2661","अशनायोदन्यधनाया बुभुक्षापिपासागर्द्धेषु","अशनायोदन्यधनाया बुभुक्षापिपासागर्द्धेषु",
"74035","2026","3588","न च्छन्दस्यपुत्रस्य","न छन्दसि अपुत्रस्य",
"74036","1891","3589","दुरस्युर्द्रविणस्युर्वृषण्यतिरिषण्यति","दुरस्युः द्रविणस्युः वृषण्यति रिषण्यति",
"74037","419","3590","अश्वाघस्यात्‌","अश्वाघस्य आत्",
"74038","1915","3591","देवसुम्नयोर्यजुषि काठके","देवसुम्नयोः यजुषि काठके",
"74039","1038","3592","कव्यध्वरपृतनस्यर्चि लोपः","कव्यध्वरपृतनस्य ऋचि लोपः",
"74040","1923","3074","द्यतिस्यतिमास्थामित्ति किति","द्यतिस्यतिमास्थाम् इत् ति किति",
"74041","3384","3075","शाछोरन्यतरस्याम्","शाच्छोः अन्यतरस्याम्",
"74042","1830","3076","दधातेर्हिः","दधातेः हिः",
"74043","1497","3331","जहातेश्च क्त्वि","जहातेः च क्त्वि",
"74044","3201","3593","विभाषा छन्दसि","विभाषा छन्दसि",
"74045","3755","3594","सुधितवसुधितनेमधितधिष्वधिषीय च","सुधित वसुधित नेमधित धिष्व धिषीय च",
"74046","1921","3077","दो दद् घोः","दः दद् घोः",
"74047","40","3078","अच उपसर्गात्तः","अचः उपसर्गात् तः",
"74048","299","442","अपो भि","अपः भि",
"74049","3571","2342","सः स्यार्द्धधातुके","सः सि आर्द्धधातुके",
"74050","1716","2191","तासस्त्योर्लोपः","तासस्त्योः लोपः",
"74051","2936","2192","रि च","रि च",
"74052","3896","2250","ह एति","हः एति",
"74053","2863","2488","यीवर्णयोर्दीधीवेव्योः","यीवर्णयोः दीधीवेव्योः",
"74054","3593","2623","सनि मीमाघुरभलभशकपतपदामच इस्","सनि मीमाघुरभलभशकपतपदामच इस्",
"74055","545","2619","आप्ज्ञप्यृधामीत्‌","आप्ज्ञप्यृधाम् ईत्",
"74056","1835","2621","दम्भ इच्च","दम्भः इत् च",
"74057","2788","2624","मुचोऽकर्मकस्य गुणो वा","मुचः अकर्मकस्य गुणः वा",
"74058","121","2620","अत्र लोपोऽभ्यासस्य","अत्र लोपः अभ्यासस्य",
"74059","3968","2180","ह्रस्वः","ह्रस्वः",
"74060","3921","2179","हलादिः शेषः","हलादिः शेषः",
"74061","3375","2259","शर्पूर्वाः खयः","शर्पूर्वाः खयः",
"74062","1130","2245","कुहोश्चुः","कुहोः चुः",
"74063","2014","2641","न कवतेर्यङि","न कवतेः यङि",
"74064","1158","3595","कृषेश्छन्दसि","कृषेः छन्दसि",
"74065","1844","3596","दाधर्तिदर्धर्तिदर्धर्षिबोभूतुतेतिक्तेऽलर्ष्यापनीफणत्संसनिष्यदत्करिक्रत्कनिक्रदद्भरिभ्रद्दविध्वतोदविद्युतत्तरित्रतःसरीसृपतंवरीवृजन्मर्मृज्यागनीगन्तीति च","दाधर्ति दर्धर्ति दर्धर्षि बोभूतु तेतिक्ते अलर्षि आपनीफणत् संसनिष्यदत् करिक्रत् कनिक्रदत् भरिभ्रत् दविध्वतः दविद्युतत् तरित्रतः सरीसृपतम् वरीवृजत् मर्मृज्य आगनीगन्ति इति च",
"74066","819","2244","उरत्‌","उः अत्",
"74067","1925","2344","द्युतिस्वाप्योः सम्प्रसारणम्","द्युतिस्वाप्योः सम्प्रसारणम्",
"74068","3323","2353","व्यथो लिटि","व्यथः लिटि",
"74069","1878","2456","दीर्घ इणः किति","दीर्घः इणः किति",
"74070","95","2248","अत आदेः","अतः आदेः",
"74071","1687","2288","तस्मान्नुड् द्विहलः","तस्मात् नुट् द्विहलः",
"74072","415","2533","अश्नोतेश्च","अश्नोतेः च",
"74073","2650","2181","भवतेरः","भवतेः अः",
"74074","3695","3597","ससूवेति निगमे","ससूव इति निगमे",
"74075","2169","3502","निजां त्रयाणां गुणः श्लौ","निजाम् त्रयाणाम् गुणः श्लौ",
"74076","2697","3496","भृञामित्‌","भृञाम् इत्",
"74077","347","3493","अर्तिपिपर्त्योश्च","अर्तिपिपर्त्योः च",
"74078","2596","3598","बहुलं छन्दसि","बहुलम् छन्दसि",
"74079","3599","2317","सन्यतः","सनि अतः",
"74080","928","2577","ओः पुयण्ज्यपरे","ओः पुयण्जि अपरे",
"74081","3860","2578","स्रवतिशृणोतिद्रवतिप्रवतिप्लवतिच्यवतीनां वा","स्रवतिशृणोतिद्रवतिप्रवतिप्लवतिच्यवतीनाम् वा",
"74082","1295","2630","गुणो यङ्लुकोः","गुणः यङ्लुकोः",
"74083","1888","2632","दीर्घोऽकितः","दीर्घः अकितः",
"74084","2216","2642","नीग्वञ्चुस्रंसुध्वंसुभ्रंसुकसपतपदस्कन्दाम्","नीक् वञ्चुस्रंसुध्वंसुभ्रंसुकसपतपदस्कन्दाम्",
"74085","2219","2643","नुगतोऽनुनासिकान्तस्य","नुक् अतः अनुनासिकान्तस्य",
"74086","1487","2638","जपजभदहदशभञ्जपशां च","जपजभदहदशभञ्जपशाम् च",
"74087","1399","2636","चरफलोश्च","चरफलोः च",
"74088","710","2637","उत्‌ परस्यातः","उत् परस्य अतः",
"74089","1719","3037","ति च","ति च",
"74090","2939","2344","रीगृदुपधस्य च","रीक् ऋदुपधस्य च",
"74091","2941","2652","रुग्रिकौ च लुकि","रुग्रिकौ च लुकि",
"74092","852","2653","ऋतश्च","ऋतः च",
"74093","3601","2316","सन्वल्लघुनि चङ्परेऽनग्लोपे","सन्वत् लघुनि चङ्‍परे अनग्लोपे",
"74094","1887","2318","दीर्घो लघोः","दीर्घः लघोः",
"74095","119","2566","अत्‌ स्मृदृत्वरप्रथम्रदस्तॄस्पशाम्","अत् स्मृदृत्वरप्रथम्रदस्तॄस्पशाम्",
"74096","3227","2583","विभाषा वेष्टिचेष्ट्योः","विभाषा वेष्टिचेष्ट्योः",
"74097","674","2573","ई च गणः","ई च गणः",
"81001","3687","2139","सर्वस्य द्वे","सर्वस्य द्वे",
"81002","1697","83","तस्य परमाम्रेडितम्‌","तस्य परम् आम्रेडितम्",
"81003","192","3670","अनुदात्तं च","अनुदात्तम् च",
"81004","2187","2140","नित्यवीप्सयोः","नित्यवीप्सयोः",
"81005","2326","2141","परेर्वर्जने","परेः वर्जने",
"81006","2508","3599","प्रसमुपोदः पादपूरणे","प्रसमुपोदः पादपूरणे",
"81007","773","2142","उपर्यध्यधसः सामीप्ये","उपर्यध्यधसः सामीप्ये",
"81008","3136","2143","वाक्यादेरामन्त्रितस्यासूयासम्मतिकोपकुत्सनभर्त्सनेषु","वाक्यादेः आमन्त्रितस्य असूयासम्मतिकोपकुत्सनभर्त्सनेषु",
"81009","877","2144","एकं बहुव्रीहिवत्‌","एकम् बहुव्रीहिवत्",
"81010","547","2145","आबाधे च","आबाधे च",
"81011","1021","2146","कर्मधारयवत्‌ उत्तरेषु","कर्मधारयवत् उत्तरेषु",
"81012","2446","2147","प्रकारे गुणवचनस्य","प्रकारे गुणवचनस्य",
"81013","14","2148","अकृच्छ्रे प्रियसुखयोरन्यतरस्याम्","अकृच्छ्रे प्रियसुखयोः अन्यतरस्याम्",
"81014","2833","2149","यथास्वे यथायथम्","यथास्वे यथायथम्",
"81015","1940","2150","द्वन्द्वं रहस्यमर्यादावचनव्युत्क्रमणयज्ञपात्रप्रयोगाभिव्यक्तिषु","द्वन्द्वम् रहस्यमर्यादावचनव्युत्क्रमणयज्ञपात्रप्रयोगाभिव्यक्तिषु",
"81016","2285","401","पदस्य","पदस्य",
"81017","2286","402","पदात्‌","पदात्",
"81018","195","403","अनुदात्तं सर्वमपादादौ","अनुदात्तम् सर्वम् अपादादौ",
"81019","553","3654","आमन्त्रितस्य च","आमन्त्रितस्य च",
"81020","2874","404","युष्मदस्मदोः षष्ठीचतुर्थीद्वितीयास्थयोर्वान्नावौ","युष्मदस्मदोः षष्ठीचतुर्थीद्वितीयास्थयोः वान्नावौ",
"81021","2600","405","बहुवचने वस्नसौ","बहुवचनस्य वस्नसौ",
"81022","1793","406","तेमयावेकवचनस्य","तेमयौ एकवचनस्य",
"81023","1812","407","त्वामौ द्वितीयायाः","त्वामौ द्वितीयायाः",
"81024","2025","408","न चवाहाहैवयुक्ते","न चवाहाहैवयुक्ते",
"81025","2344","409","पश्यार्थैश्चानालोचने","पश्यार्थैः च अनालोचने",
"81026","3604","410","सपूर्वायाः प्रथमाया विभाषा","सपूर्वायाः प्रथमायाः विभाषा",
"81027","1726","3934","तिङो गोत्रादीनि कुत्सनाभीक्ष्ण्ययोः","तिङः गोत्रादीनि कुत्सनाभीक्ष्ण्ययोः",
"81028","1727","3935","तिङ्ङतिङः","तिङ् अतिङः",
"81029","2062","3936","न लुट्","न लुट्",
"81030","2192","3937","निपातैर्यद्यदिहन्तकुविन्नेच्चेच्चण्कच्चिद्यत्रयुक्तम्","निपातैः यद्यदिहन्तकुविन्नेच्चेच्चण्कच्चिद्यत्रयुक्तम्",
"81031","2136","3938","नह प्रत्यारम्भे","नह प्रत्यारम्भे",
"81032","3579","3939","सत्यं प्रश्ने","सत्यम् प्रश्ने",
"81033","37","3940","अङ्गाप्रातिलोम्ये","अङ्ग अप्रातिलोम्ये",
"81034","3936","3941","हि च","हि च",
"81035","1460","3942","छन्दस्यनेकमपि साकाङ्क्षम्‌","छन्दसि अनेकम् अपि साकाङ्क्षम्",
"81036","2860","3943","यावद्यथाभ्याम्","यावद्यथाभ्याम्",
"81037","2410","3944","पूजायां नानन्तरम्","पूजायाम् न अनन्तरम्",
"81038","777","3945","उपसर्गव्यपेतं च","उपसर्गव्यपेतम् च",
"81039","1751","3946","तुपश्यपश्यताहैः पूजायाम्","तुपश्यपश्यताहैः पूजायाम्",
"81040","453","3947","अहो च","अहो च",
"81041","3434","3948","शेषे विभाषा","शेषे विभाषा",
"81042","2390","3949","पुरा च परीप्सायाम्","पुरा च परीप्सायाम्",
"81043","2111","3950","नन्वित्यनुज्ञैषणायाम्","ननु इति अनुज्ञैषणायाम्",
"81044","1077","3951","किं क्रियाप्रश्नेऽनुपसर्गमप्रतिषिद्धम्‌","किम् क्रियाप्रश्ने अनुपसर्गम् अप्रतिषिद्धम्",
"81045","3031","3952","लोपे विभाषा","लोपे विभाषा",
"81046","924","3953","एहिमन्ये प्रहासे लृट्","एहिमन्ये प्रहासे लृट्",
"81047","1509","3954","जात्वपूर्वम्","जातु अपूर्वम्",
"81048","1094","3955","किम्वृत्तं च चिदुत्तरम्","किम्वृत्तम् च चिदुत्तरम्",
"81049","591","3956","आहो उताहो चानन्तरम्","आहो उताहो च अनन्तरम्",
"81050","3435","3957","शेषे विभाषा","शेषे विभाषा",
"81051","1265","3958","गत्यर्थलोटा लृण्न चेत्‌ कारकं सर्वान्यत्‌","गत्यर्थलोटा लृट् न चेत् कारकम् सर्वान्यत्",
"81052","3025","3959","लोट् च","लोट् च",
"81053","3249","3960","विभाषितं सोपसर्गमनुत्तमम्‌","विभाषितम् सोपसर्गम् अनुत्तमम्",
"81054","3902","3961","हन्त च","हन्त च",
"81055","549","3962","आम एकान्तरमामन्त्रितमनन्तिके","आम एकान्तरम् आमन्त्रितम् अनन्तिके",
"81056","2835","3963","यद्धितुपरं छन्दसि","यद्धितुपरम् छन्दसि",
"81057","1395","3964","चनचिदिवगोत्रादितद्धिताम्रेडितेष्वगतेः","चनचिदिवगोत्रादितद्धिताम्रेडितेषु आगतेः",
"81058","1407","3965","चादिषु च","चादिषु च",
"81059","1404","3966","चवायोगे प्रथमा","चवायोगे प्रथमा",
"81060","3953","3967","हेति क्षियायाम्","ह इति क्षियायाम्",
"81061","452","3968","अहेति विनियोगे च","अह इति विनियोगे च",
"81062","1411","3969","चाहलोप एवेत्यवधारणम्","चाहलोप एव इति अवधारणम्",
"81063","1406","3970","चादिलोपे विभाषा","चादिलोपे विभाषा",
"81064","3313","3971","वैवावेति च च्छन्दसि","वैवाव इति च छन्दसि",
"81065","897","3972","एकान्याभ्यां समर्थाभ्याम्","एकान्याभ्याम् समर्थाभ्याम्",
"81066","2836","3973","यद्वृत्तान्नित्यं","यद्वृतात् नित्यम्",
"81067","2409","3974","पूजनात्‌ पूजितमनुदात्तम् (काष्ठादिभ्यः)","पूजनात् पूजितम् अनुदात्तम् (काष्ठादिभ्यः)",
"81068","3577","3975","सगतिरपि तिङ्","सगतिः अपि तिङ्",
"81069","1103","3976","कुत्सने च सुप्यगोत्रादौ","कुत्सने च सुपि अगोत्रादौ",
"81070","1262","3977","गतिर्गतौ","गतिः गतौ",
"81071","1725","3978","तिङि चोदात्तवति","तिङि च उदात्तवति",
"81072","551","412","आमन्त्रितं पूर्वम् अविद्यमानवत्‌","आमन्त्रितम् पूर्वम् अविद्यमानवत्",
"81073","2155","413","नामन्त्रिते समानाधिकरणे (सामान्यवचनम्)","न आमन्त्रिते समानाधिकरणे (सामान्यवचनम्)",
"81074","3248","3655","विभाषितं विशेषवचने बहुवचनम्","विभाषितम् सोपसर्गम् अनुत्तमम्",
"82001","2418","12","पूर्वत्रासिद्धम्","पूर्वत्र असिद्धम्",
"82002","2126","353","नलोपः सुप्स्वरसंज्ञातुग्विधिषु कृति","नलोपः सुप्स्वरसंज्ञातुग्विधिषु कृति",
"82003","2053","439","न मु ने","न मु ने",
"82004","735","3657","उदात्तस्वरितयोर्यणः स्वरितोऽनुदात्तस्य","उदात्तस्वरितयोः यणः स्वरितः अनुदात्तस्य",
"82005","895","3658","एकादेश उदात्तेनोदात्तः","एकादेशः उदात्तेन उदात्तः",
"82006","3880","3659","स्वरितो वाऽनुदात्ते पदादौ","स्वरितः वा अनुदात्ते पदादौ",
"82007","2125","236","नलोपः प्रातिपदिकान्तस्य","न लोपः प्रातिपदिक अन्तस्य",
"82008","2024","352","न ङिसम्बुद्ध्योः","न ङिसम्बुद्ध्योः",
"82009","2770","1897","मादुपधायाश्च मतोर्वोऽयवादिभ्यः","मात् उपधायाः च मतोः वः अयवादिभ्यः",
"82010","1541","1898","झयः","झयः",
"82011","3552","1899","संज्ञायाम्","संज्ञायाम्",
"82012","586","1900","आसन्दीवदष्ठीवच्चक्रीवत्कक्षीवद्रुमण्वच्चर्मण्वती","आसन्दीवत् अष्ठीवत् चक्रीवत्  कक्षीवत्  रुमण्वत् चर्मण्वती",
"82013","728","1901","उदन्वानुदधौ च","उदन्वान् उदधौ च",
"82014","2919","1902","राजन्वान् सौराज्ये","राजन्वान् सौराज्ये",
"82015","1457","3600","छन्दसीरः","छन्दसि इरः",
"82016","227","3601","अनो नुट्","अनः नुट्",
"82017","2148","3602","नाद्घस्य","नात् घस्य",
"82018","1156","2350","कृपो रो लः","कृपः रः लः",
"82019","779","2326","उपसर्गस्यायतौ","उपसर्गस्य अयतौ",
"82020","1352","2639","ग्रो यङि","ग्रः यङि",
"82021","49","2541","अचि विभाषा","अचि विभाषा",
"82022","2328","3262","परेश्च घाङ्कयोः","परेः च घाङ्कयोः",
"82023","3561","54","संयोगान्तस्य लोपः","संयोगान्तस्य लोपः",
"82024","2926","280","रात्‌ सस्य","रात् सस्य",
"82025","2004","2249","धि च","धि च",
"82026","1546","2281","झलो झलि","झलः झलि",
"82027","3975","2369","ह्रस्वादङ्गात्‌","ह्रस्वात् अङ्गात्",
"82028","617","2266","इट ईटि","इटः ईटि",
"82029","3802","380","स्कोः संयोगाद्योरन्ते च","स्कोः संयोगाद्योः अन्ते च",
"82030","1430","378","चोः कुः","चोः कुः",
"82031","3963","324","हो ढः","हः ढः",
"82032","1843","325","दादेर्धातोर्घः","दादेः धातोः घः",
"82033","3109","327","वा द्रुहमुहष्णुहष्णिहाम्","वा द्रुहमुहष्णुहष्णिहाम्",
"82034","2138","440","नहो धः","नहः धः",
"82035","589","2451","आहस्थः","आहः थः",
"82036","3337","294","व्रश्चभ्रस्जसृजमृजयजराजभ्राजच्छशां षः","व्रश्चभ्रस्जसृजमृजयजराजभ्राजच्छशाम् षः",
"82037","890","326","एकाचो बशो भष् झषन्तस्य स्ध्वोः","एकाचः बशः भष् झषन्तस्य स्ध्वोः",
"82038","1829","2501","दधस्तथोश्च","दधः तथोः च",
"82039","1544","84","झलां जशोऽन्ते","झलाम् जशः अन्ते",
"82040","1548","2280","झषस्तथोर्धोऽधः","झषः तथोः धः अधः",
"82041","3476","295","षढोः कः सि","षढोः कः सि",
"82042","2907","3016","रदाभ्यां निष्ठातो नः पूर्वस्य च दः","रदाभ्याम् निष्ठान्तः नः पूर्वस्य च दः",
"82043","3560","3017","संयोगादेरातो धातोर्यण्वतः","संयोगादेः आतः धातोः यण्वतः",
"82044","3040","3018","ल्वादिभ्यः","ल्वादिभ्यः",
"82045","937","3019","ओदितश्च","ओदितः च",
"82046","1231","3015","क्षियो दीर्घात्‌","क्षियः दीर्घात्",
"82047","3446","3021","श्योऽस्पर्शे","श्यः अस्पर्शे",
"82048","76","3024","अञ्चोऽनपादाने","अञ्चः अनपादाने",
"82049","1872","3028","दिवोऽविजिगीषायाम्","दिवः अविजिगीषायाम्",
"82050","2198","3029","निर्वाणोऽवाते","निर्वाणः अवाते",
"82051","3412","3030","शुषः कः","शुषः कः",
"82052","2257","3031","पचो वः","पचः वः",
"82053","1227","3032","क्षायो मः","क्षायः मः",
"82054","2512","3034","प्रस्त्योऽन्यतरस्याम्","प्रस्त्यः अन्यतरस्याम्",
"82055","211","3035","अनुपसर्गात्‌ फुल्लक्षीबकृशोल्लाघाः","अनुपसर्गात् फुल्लक्षीबकृशोल्लाघाः",
"82056","2220","3038","नुदविदोन्दत्राघ्राह्रीभ्योऽन्यतरस्याम्","नुदविदोन्दत्राघ्राह्रीभ्यः अन्यतरस्याम्",
"82057","2035","3040","न ध्याख्यापॄमूर्छिमदाम्","न ध्याख्यापॄमूर्छिमदाम्",
"82058","3161","3041","वित्तो भोगप्रत्यययोः","वित्तः भोगप्रत्यययोः",
"82059","2670","3042","भित्तं शकलम्","भित्तम् शकलम्",
"82060","850","3043","ऋणमाधमर्ण्ये","ऋणम् आधमर्ण्ये",
"82061","2134","3603","नसत्तनिषत्तानुत्तप्रतूर्तसूर्तगूर्तानि छन्दसि","नसत्तनिषत्तानुत्तप्रतूर्तसूर्तगूर्तानि छन्दसि",
"82062","1222","377","क्विन्प्रत्ययस्य कुः","क्विन्प्रत्ययस्य कुः",
"82063","2129","431","नशेर्वा","नशेः वा",
"82064","2800","341","मो नो धातोः","मः नः धातोः",
"82065","2804","2309","म्वोश्च","म्वोः च",
"82066","3694","162","ससजुषो रुः","ससजुषोः रुः",
"82067","384","3416","अवयाःश्वेतवाःपुरोडाश्च","अवयाः श्वेतवाः पुरोडाः च",
"82068","449","443","अहन्","अहन्",
"82069","2955","172","रोऽसुपि","रः असुपि",
"82070","335","3604","अम्नरूधरवरित्युभयथा छन्दसि","अम्नरूधरवरित्युभयथा छन्दसि",
"82071","2687","3605","भुवश्च महाव्याहृतेः","भुवः च महाव्याहृतेः",
"82072","3090","334","वसुस्रंसुध्वंस्वनडुहां दः","वसुस्रंसुध्वंस्वनडुहाम् दः",
"82073","1733","2484","तिप्यनस्तेः","तिपि अनस्तेः",
"82074","3740","2485","सिपि धातो रुर्वा","सिपि धातोः रुः वा",
"82075","1839","2486","दश्च","दः च",
"82076","2961","433","र्वोरुपधाया दीर्घ इकः","र्वोः उपधाया दीर्घ इकः",
"82077","3922","354","हलि च","हलि च",
"82078","761","2265","उपधायां च","उपधायाम् च",
"82079","2046","2629","न भकुर्छुराम्","न भकुर्छुराम्",
"82080","130","419","अदसोऽसेर्दादु दो मः","अदसः असेः दात् उ दः मः",
"82081","908","438","एत ईद्बहुवचने","एतः ईत् बहुवचने",
"82082","3135","93","वाक्यस्य टेः प्लुत उदात्तः","वाक्यस्य टेः प्लुतः उदात्तः",
"82083","2476","94","प्रत्यभिवादेअशूद्रे","प्रत्यभिवादे अशूद्रे",
"82084","1896","95","दूराद्धूते च","दूरात् हूते च",
"82085","3962","96","हैहेप्रयोगे हैहयोः","हैहेप्रयोगे हैहयोः",
"82086","1301","97","गुरोरनृतोऽनन्त्यस्याप्येकैकस्य प्राचाम्","गुरोः अनृतः अनन्त्यस्य अपि एकैकस्य प्राचाम्",
"82087","938","3606","ओमभ्यादाने","ओम् अभ्यादाने",
"82088","2888","3607","ये यज्ञकर्मणि","ये यज्ञकर्मणि",
"82089","2458","3608","प्रणवष्टेः","प्रणवः टेः",
"82090","2854","3609","याज्याऽन्तः","याज्याऽन्तः",
"82091","2638","3610","ब्रूहिप्रेस्यश्रौषड्वौषडावहानामादेः","ब्रूहिप्रेस्यश्रौषड्वौषडावहानाम् आदेः",
"82092","24","3611","अग्नीत्प्रेषणे परस्य च","अग्नीत्प्रेषणे परस्य च",
"82093","3214","3612","विभाषा पृष्टप्रतिवचने हेः","विभाषा पृष्टप्रतिवचने हेः",
"82094","2167","3613","निगृह्यानुयोगे च","निगृह्य अनुयोगे च",
"82095","557","3614","आम्रेडितं भर्त्सने","आम्रेडितम् भर्त्सने",
"82096","34","3615","अङ्गयुक्तं तिङ् आकाङ्क्षम्","अङ्गयुक्तम् तिङ् आकाङ्क्षम्",
"82097","3157","3616","विचार्यमाणानाम्","विचार्यमाणानाम्",
"82098","2416","3617","पूर्वं तु भाषायाम्","पूर्वम् तु भाषायाम्",
"82099","2468","3618","प्रतिश्रवणे च","प्रतिश्रवणे च",
"82100","194","3619","अनुदात्तं प्रश्नान्ताभिपूजितयोः","अनुदात्तम् प्रश्नान्ताभिपूजितयोः",
"82101","1421","3620","चिदिति चोपमाऽर्थे प्रयुज्यमाने","चित् ति च उपमाऽर्थे प्रयुज्यमाने",
"82102","772","3621","उपरिस्विदासीदिति च","उपरि स्वित् आसीत् इति च",
"82103","3877","3622","स्वरितमाम्रेडितेऽसूयासम्मतिकोपकुत्सनेषु","स्वरितम् आम्रेडिते असूयासम्मतिकोपकुत्सनेषु",
"82104","1230","3623","क्षियाऽऽशीःप्रैषेषु तिङ् आकाङ्क्षम्","क्षियाऽऽशीःप्रैषेषु तिङ् आकाङ्क्षम्",
"82105","176","3624","अनन्त्यस्यापि प्रश्नाख्यानयोः","अनन्त्यस्य अपि प्रश्नाख्यानयोः",
"82106","2567","3625","प्लुतावैच इदुतौ","प्लुतौ ऐचः इदुतौ",
"82107","904","3626","एचोऽप्रगृह्यस्यादूराद्धूते पूर्वस्यार्धस्यादुत्तरस्येदुतौ","एचः अप्रगृह्यस्य अदूरात् हूते पूर्वस्य अर्धस्य उत्तरस्य इदुतौ",
"82108","1672","3627","तयोर्य्वावचि संहितायाम्","तयोः य्वौ अचि संहितायाम्",
"83001","2715","3628","मतुवसो रु सम्बुद्धौ छन्दसि","मतुवसोः रु सम्बुद्धौ छन्दसि",
"83002","122","136","अत्रानुनासिकः पूर्वस्य तु वा","अत्र अनुनासिकः पूर्वस्य तु वा",
"83003","507","3632","आतोऽटि नित्यम्","आतः अटि नित्यम्",
"83004","206","137","अनुनासिकात्‌ परोऽनुस्वारः","अनुनासिकात् परः अनुस्वारः",
"83005","3622","135","समः सुटि","समः सुटि",
"83006","2388","139","पुमः खय्यम्परे","पुमः खयि अम्परे",
"83007","2133","140","नश्छव्यप्रशान्","नः छवि अप्रशान्",
"83008","810","3630","उभयथर्क्षु","उभयथा ऋक्षु",
"83009","1885","3631","दीर्घादटि समानपदे","दीर्घात् अटि समानपादे",
"83010","2224","141","नॄन् पे","नॄन् पे",
"83011","3865","3633","स्वतवान् पायौ","स्वतवान् पायौ",
"83012","1048","143","कानाम्रेडिते","कान् आम्रेडिते",
"83013","1576","2335","ढो ढे लोपः","ढः ढे लोपः",
"83014","2954","173","रो रि","रः रि",
"83015","1250","76","खरवसानयोर्विसर्जनीयः","खरवसानयोः विसर्जनीयः",
"83016","2956","339","रोः सुपि","रोः सुपि",
"83017","2701","167","भोभगोअघोअपूर्वस्य योऽशि","भोभगः-अघः-अपूर्वस्य यः अशि",
"83018","3334","168","व्योर्लघुप्रयत्नतरः शाकटायनस्य","व्योः लघुप्रयत्नतरः शाकटायनस्य",
"83019","3028","67","लोपः शाकल्यस्य","लोपः शाकल्यस्य",
"83020","935","169","ओतो गार्ग्यस्य","ओतः गार्ग्यस्य",
"83021","703","170","उञि च पदे","उञि च पदे",
"83022","3924","171","हलि सर्वेषाम्","हलि सर्वेषाम्",
"83023","2802","122","मोऽनुस्वारः","मः अनुस्वारः",
"83024","2132","123","नश्चापदान्तस्य झलि","नः च अपदान्तस्य झलि",
"83025","2801","126","मो राजि समः क्वौ","मः राजि समः क्वौ",
"83026","3952","127","हे मपरे वा","हे मपरे वा",
"83027","2113","129","नपरे नः","नपरे नः",
"83028","1377","130","ङ्णोः कुक्टुक् शरि","ङ्‍णोः कुक्टुक् शरि",
"83029","1568","131","डः सि धुट्","डः सि धुट्",
"83030","2130","132","नश्च","नः च",
"83031","3392","133","शि तुक्","शि तुक्",
"83032","1368","134","ङमो ह्रस्वादचि ङमुण्नित्यम्","ङमः ह्रस्वात् अचि ङमुट् नित्यम्",
"83033","2748","108","मय उञो वो वा","मयः उञो वः वा",
"83034","3271","138","विसर्जनीयस्य सः","विसर्जनीयस्य सः",
"83035","3374","150","शर्परे विसर्जनीयः","शर्परे विसर्जनीयः",
"83036","3120","151","वा शरि","वा शरि",
"83037","1106","142","कुप्वोः XकXपौ च","कुप्वोः XकXपौ च",
